,name,annual_revenue_usd,annual_net_income_usd,market_capitalization_2022,employees_number,ceo,headquarters_country,wikipedia_page_url,twitter_page_url,facebook_page_url
0,apple,394330000000.0,99803000000.0,2825000000000.0,154000.0,tim cook,usa,https://en.wikipedia.org/wiki/apple_inc.,https://twitter.com/apple?lang=en,https://www.facebook.com/apple/
1,microsoft corporation,198270000000.0,72738000000.0,2358000000000.0,220000.0,satya nadella,usa,https://en.wikipedia.org/wiki/microsoft,https://twitter.com/microsoft,https://www.facebook.com/microsoft/
2,saudi arabian oil company (saudi aramco),400460000000.0,105380000000.0,1889600000000.0,79800.0,amin h. al-nasser,saudi arabia,https://en.wikipedia.org/wiki/saudi_aramco,https://twitter.com/saudi_aramco,https://www.facebook.com/aramco/
3,alphabet,257640000000.0,76003000000.0,1820000000000.0,156500.0,sundar pichai,usa,https://en.wikipedia.org/wiki/alphabet_inc.,https://twitter.com/google?lang=en,https://www.facebook.com/alphabet/
4,amazon.com,469820000000.0,33364000000.0,1649000000000.0,1335000.0,andy jassy,usa,https://en.wikipedia.org/wiki/amazon_(company),https://twitter.com/amazon,https://www.facebook.com/amazon/
5,tesla,53823000000.0,5519000000.0,1031000000000.0,99290.0,elon musk,usa,"https://en.wikipedia.org/wiki/tesla,_inc.",https://twitter.com/tesla,
6,meta platforms,117930000000.0,39370000000.0,922960000000.0,77805.0,mark zuckerberg,usa,https://en.wikipedia.org/wiki/facebook,https://twitter.com/facebook,https://www.facebook.com/facebook
7,berkshire hathaway,354640000000.0,89795000000.0,711750000000.0,372000.0,warren buffett,usa,https://en.wikipedia.org/wiki/berkshire_hathaway,,
8,nvidia corporation,26914000000.0,9752000000.0,679000000000.0,18975.0,jensen huang,usa,https://en.wikipedia.org/wiki/nvidia,https://twitter.com/nvidia,https://www.facebook.com/nvidia
9,taiwan semiconductor manufacturing company (tsmc),55306000000.0,20783000000.0,640480000000.0,65152.0,c. c. wei,taiwan,https://en.wikipedia.org/wiki/tsmc,,
10,tencent,87995000000.0,35320000000.0,545360000000.0,112771.0,ma huateng,china,https://en.wikipedia.org/wiki/tencent,https://twitter.com/tencentglobal?lang=en,https://www.facebook.com/tencentglobal/
11,j p morgan chase & co,121640000000.0,46500000000.0,494000000000.0,271025.0,jamie dimon,usa,https://en.wikipedia.org/wiki/jpmorgan_chase,https://twitter.com/jpmorgan,https://www.facebook.com/jpmorganchase
12,visa,24100000000.0,12310000000.0,471630000000.0,21500.0,alfred f kelly jr,usa,https://en.wikipedia.org/wiki/visa_inc.,https://twitter.com/visa,https://www.facebook.com/visa/
13,johnson & johnson,93770000000.0,20870000000.0,457940000000.0,141700.0,joaquin duato,usa,https://en.wikipedia.org/wiki/johnson__perc26_johnson,https://twitter.com/jnjnews,https://www.facebook.com/jnj/
14,samsung electronics,229280000000.0,32180000000.0,438840000000.0,113753.0,kim hyun suk koh dong-jin kim ki nam,south korea,https://en.wikipedia.org/wiki/samsung_electronics,https://twitter.com/samsung?lang=en,https://www.facebook.com/samsungelectronics/
15,unitedhealth group,285270000000.0,17280000000.0,431930000000.0,350000.0,andrew witty,usa,https://en.wikipedia.org/wiki/unitedhealth_group,https://twitter.com/unitedhealthgrp,https://www.facebook.com/unitedhealthgroup/
16,home depot,151160000000.0,16433000000.0,411020000000.0,500000.0,craig menear,usa,https://en.wikipedia.org/wiki/the_home_depot,https://twitter.com/homedepot,https://www.facebook.com/homedepot/
17,lvmh,70765000000.0,13264000000.0,409480000000.0,150000.0,bernard arnault,france,https://en.wikipedia.org/wiki/lvmh,https://twitter.com/lvmh/,https://www.facebook.com/lvmh
18,bank of america corporation,89110000000.0,30550000000.0,402490000000.0,208000.0,brian moynihan,usa,https://en.wikipedia.org/wiki/bank_of_america,https://twitter.com/bankofamerica,https://www.facebook.com/bankofamerica
19,walmart,572750000000.0,13673000000.0,401910000000.0,2300000.0,doug mcmillon,usa,https://en.wikipedia.org/wiki/walmart,https://twitter.com/walmart,https://www.facebook.com/walmart
20,procter & gamble company,80187000000.0,14461000000.0,393820000000.0,101000.0,jon r. moeller,usa,https://en.wikipedia.org/wiki/procter__perc26_gamble,https://twitter.com/proctergamble,https://www.facebook.com/proctergamble/
21,kweichow moutai,15929000000.0,7634000000.0,382350000000.0,29031.0,li bao fang,china,https://en.wikipedia.org/wiki/kweichow_moutai,https://twitter.com/moutaiglobal?lang=en,https://www.facebook.com/moutaiglobal/
22,nestle ag,92575000000.0,17970000000.0,372720000000.0,276000.0,ulf mark schneider,switzerland,https://en.wikipedia.org/wiki/nestl_percc3_perca9,https://twitter.com/nestle,
23,mastercard,18880000000.0,8680000000.0,363200000000.0,24000.0,michael miebach,usa,https://en.wikipedia.org/wiki/mastercard,https://twitter.com/mastercardnews,https://www.facebook.com/mastercard
24,roche holding ag,66757000000.0,14808000000.0,356150000000.0,100920.0,severin schwan,switzerland,https://en.wikipedia.org/wiki/hoffmann-la_roche,https://twitter.com/roche,
25,alibaba group holding,124140000000.0,9016000000.0,351900000000.0,251462.0,daniel zhang,china,https://en.wikipedia.org/wiki/alibaba_group,https://twitter.com/alibabagroup,
26,pfizer,81288000000.0,21980000000.0,312750000000.0,78500.0,albert bourla,usa,https://en.wikipedia.org/wiki/pfizer,https://twitter.com/pfizer,https://www.facebook.com/pfizer/
27,asml holding,20509000000.0,6760000000.0,307330000000.0,28000.0,peter wennink,netherlands,https://en.wikipedia.org/wiki/asml_holding,https://twitter.com/asmlcompany,
28,exxon mobil corporation,285640000000.0,23040000000.0,291610000000.0,64000.0,darren woods,usa,https://en.wikipedia.org/wiki/exxonmobil,https://twitter.com/exxonmobil,https://www.facebook.com/exxonmobil/
29,the walt disney company,67410000000.0,1990000000.0,286880000000.0,190000.0,bob chapek,usa,https://en.wikipedia.org/wiki/the_walt_disney_company,https://twitter.com/disney,https://www.facebook.com/disney/
30,toyota motor corporation,228980000000.0,20797000000.0,276740000000.0,366283.0,akio toyoda,japan,https://en.wikipedia.org/wiki/toyota,https://twitter.com/toyotamotorcorp,
31,coca-cola company,38655000000.0,9771000000.0,260590000000.0,80300.0,james quincey,usa,https://en.wikipedia.org/wiki/the_coca-cola_company,https://twitter.com/cocacola,https://www.facebook.com/cocacola
32,cisco systems,51557000000.0,11812000000.0,257820000000.0,79500.0,chuck robbins,usa,https://en.wikipedia.org/wiki/cisco_systems,https://twitter.com/cisco,https://www.facebook.com/cisco/
33,broadcom,27450000000.0,6437000000.0,255630000000.0,20000.0,hock e. tan,usa,https://en.wikipedia.org/wiki/broadcom_inc.,https://twitter.com/broadcom,
34,prosus,6866000000.0,18733000000.0,254550000000.0,23874.0,bob van dijk,netherlands,https://en.wikipedia.org/wiki/prosus,,
35,icbc,138160000000.0,51206000000.0,252550000000.0,434798.0,nicolas jimenez,china,https://en.wikipedia.org/wiki/industrial_and_commercial_bank_of_china,,
36,l'oreal,35580000000.0,5066000000.0,249140000000.0,85392.0,jean paul agon,france,https://en.wikipedia.org/wiki/l'or_percc3_perca9al,https://twitter.com/loreal?lang=en,
37,nike,46710000000.0,6046000000.0,248460000000.0,73300.0,john donahoe,usa,https://en.wikipedia.org/wiki/nike,https://twitter.com/nike,https://www.facebook.com/nike
38,eli lilly and company,28318000000.0,5581000000.0,248240000000.0,35000.0,david a. ricks,usa,https://en.wikipedia.org/wiki/eli_lilly_and_company,https://twitter.com/lillypad,https://www.facebook.com/elilillyindia
39,adobe,15785000000.0,4822000000.0,242990000000.0,25988.0,shantanu narayen,usa,https://en.wikipedia.org/wiki/adobe_systems,https://twitter.com/adobe,https://www.facebook.com/adobe
40,chevron corporation,155600000000.0,15620000000.0,241020000000.0,42595.0,michael wirth,usa,https://en.wikipedia.org/wiki/chevron_corporation,https://twitter.com/chevron,https://www.facebook.com/chevron/
41,pepsico,79470000000.0,7610000000.0,240690000000.0,309000.0,ramon laguarta,usa,https://en.wikipedia.org/wiki/pepsico,https://twitter.com/pepsico,https://www.facebook.com/pepsico/
42,abbott laboratories,43075000000.0,7071000000.0,239710000000.0,113000.0,robert ford,usa,https://en.wikipedia.org/wiki/abbott_laboratories,https://twitter.com/abbottglobal,https://www.facebook.com/abbott
43,netflix,29697000000.0,5116000000.0,239660000000.0,12135.0,ted sarandos reed hastings,usa,https://en.wikipedia.org/wiki/netflix,https://twitter.com/netflix,https://www.facebook.com/netflix
44,tata group,103000000000.0,,,750000.0,,india,https://en.wikipedia.org/wiki/tata_group,,
45,thermo fisher scientific,39211000000.0,7725000000.0,239220000000.0,130000.0,marc n. casper,usa,https://en.wikipedia.org/wiki/thermo_fisher_scientific,https://twitter.com/thermofisher,https://www.facebook.com/thermofisher/
46,abbvie,56197000000.0,11542000000.0,238450000000.0,50000.0,richard a. gonzalez,usa,https://en.wikipedia.org/wiki/abbvie_inc.,https://twitter.com/abbvie,https://www.facebook.com/abbvieglobal/
47,costco wholesale corporation,195920000000.0,5007000000.0,237760000000.0,288000.0,w. craig jelinek,usa,https://en.wikipedia.org/wiki/costco,,https://www.facebook.com/costco
48,accenture,50533000000.0,5906000000.0,234500000000.0,699000.0,julie sweet,ireland,https://en.wikipedia.org/wiki/accenture,https://twitter.com/accentureindia,https://www.facebook.com/accenture/
49,oracle corporation,42440000000.0,6717000000.0,233690000000.0,132000.0,safra a. catz,usa,https://en.wikipedia.org/wiki/oracle_corporation,https://twitter.com/oracle,https://www.facebook.com/oracle
50,novo nordisk a/s,20838000000.0,7068000000.0,231350000000.0,45971.0,lars fruergaard jorgensen,denmark,https://en.wikipedia.org/wiki/novo_nordisk,https://twitter.com/novonordisk,https://www.facebook.com/novonordisk
51,comcast corporation,116380000000.0,14160000000.0,228670000000.0,189000.0,brian l. roberts,usa,https://en.wikipedia.org/wiki/comcast,https://twitter.com/comcast,https://www.facebook.com/xfinity/
52,verizon communications,133610000000.0,22060000000.0,227690000000.0,118400.0,hans vestberg,usa,https://en.wikipedia.org/wiki/verizon_communications,https://twitter.com/verizonnews,
53,salesforce.com,26492000000.0,1444000000.0,224880000000.0,56606.0,marc benioff,usa,https://en.wikipedia.org/wiki/salesforce.com,https://twitter.com/salesforce,https://www.facebook.com/salesforce/
54,reliance industries,87614000000.0,7598000000.0,220760000000.0,236330.0,mukesh ambani,india,https://en.wikipedia.org/wiki/reliance_industries,https://twitter.com/flameoftruth,https://www.facebook.com/relianceindustrieslimited
55,paypal holdings,25371000000.0,4169000000.0,220420000000.0,30900.0,daniel schulman,usa,https://en.wikipedia.org/wiki/paypal,https://twitter.com/paypal,https://www.facebook.com/paypal
56,wells fargo & company,78492000000.0,21548000000.0,218380000000.0,253871.0,charles w. scharf,usa,https://en.wikipedia.org/wiki/wells_fargo,https://twitter.com/wellsfargo,https://www.facebook.com/wellsfargo/
57,intel corporation,79020000000.0,19860000000.0,217340000000.0,121100.0,patrick p. gelsinger,usa,https://en.wikipedia.org/wiki/intel,https://twitter.com/intelindia,https://www.facebook.com/intelindia
58,danaher corporation,29453000000.0,7465000000.0,211280000000.0,78000.0,rainer m. blair,usa,https://en.wikipedia.org/wiki/danaher_corporation,https://twitter.com/danaher_u,
59,merck & co,48700000000.0,13040000000.0,202830000000.0,68000.0,robert m. davis,usa,https://en.wikipedia.org/wiki/merck__perc26_co.,https://twitter.com/merck,https://www.facebook.com/merckinvents/
60,qualcomm,33560000000.0,9040000000.0,202060000000.0,45000.0,cristiano r. aman,usa,https://en.wikipedia.org/wiki/qualcomm,https://twitter.com/qualcomm,https://www.facebook.com/qualcomm
61,novartis ag,52877000000.0,24021000000.0,201260000000.0,104323.0,vasant narasimhan,switzerland,https://en.wikipedia.org/wiki/novartis,https://twitter.com/novartis,https://www.facebook.com/novartis/
62,china merchants bank,48553000000.0,17790000000.0,199860000000.0,90867.0,huiyu tian,china,https://en.wikipedia.org/wiki/china_merchants_bank,,
63,mcdonald's corporation,23222000000.0,7545000000.0,199560000000.0,200000.0,chris kempczinski,usa,https://en.wikipedia.org/wiki/mcdonald's,https://twitter.com/mcdonalds,
64,contemporary amperex technology,18970000000.0,2318000000.0,197130000000.0,33078.0,zeng yuqun,china,https://en.wikipedia.org/wiki/contemporary_amperex_technology,,
65,tata consultancy services (tcs),24002000000.0,4797000000.0,193870000000.0,606331.0,rajesh gopinathan,india,https://en.wikipedia.org/wiki/tata_consultancy_services,https://twitter.com/tcs,https://www.facebook.com/tataconsultancyservices/
66,united parcel service (ups),97287000000.0,12890000000.0,189610000000.0,534000.0,carol b. tome,usa,https://en.wikipedia.org/wiki/united_parcel_service,https://twitter.com/ups,
67,at&t,168860000000.0,19870000000.0,187740000000.0,203000.0,john t. stankey,usa,https://en.wikipedia.org/wiki/at_perc26t,https://twitter.com/att,https://www.facebook.com/att
68,morgan stanley,56414000000.0,14566000000.0,186710000000.0,68097.0,james p. gorman,usa,https://en.wikipedia.org/wiki/morgan_stanley,,
69,china construction bank corporation,120930000000.0,44469000000.0,182170000000.0,349671.0,,china,https://en.wikipedia.org/wiki/china_construction_bank,,
70,royal dutch shell,180640000000.0,-21680000000.0,181560000000.0,86000.0,ben van beurden,netherlands,https://en.wikipedia.org/wiki/royal_dutch_shell,https://twitter.com/shell,https://www.facebook.com/shell
71,astrazeneca,37417000000.0,112000000.0,178120000000.0,83100.0,pascal soriot,uk,https://en.wikipedia.org/wiki/astrazeneca,https://twitter.com/astrazeneca,
72,the charles schwab corporation,18996000000.0,5855000000.0,173440000000.0,32000.0,walter w bettinger ii,usa,https://en.wikipedia.org/wiki/charles_schwab_corporation,https://twitter.com/charlesschwab,https://www.facebook.com/charlesschwab/
73,hermes international,9898000000.0,2695000000.0,172040000000.0,15417.0,axel dumas,france,https://en.wikipedia.org/wiki/herm_percc3_perca8s,https://twitter.com/hermes_paris,https://www.facebook.com/hermes
74,linde ag,30793000000.0,3826000000.0,171940000000.0,74207.0,sanjiv lamba,uk ireland,https://en.wikipedia.org/wiki/linde_plc,https://twitter.com/lindeplc,
75,nextera energy,17069000000.0,3573000000.0,169550000000.0,9700.0,james l robo,usa,https://en.wikipedia.org/wiki/nextera_energy,,https://www.facebook.com/nexteraenergy/
76,lowe's companies,96250000000.0,8409000000.0,169170000000.0,220000.0,marvin ellison,usa,https://en.wikipedia.org/wiki/lowe_perc27s,,https://www.facebook.com/lowes
77,texas instruments,18344000000.0,7769000000.0,165720000000.0,31000.0,richard k. templeton,usa,https://en.wikipedia.org/wiki/texas_instruments,https://twitter.com/txinstruments,
78,union pacific corporation,21804000000.0,6523000000.0,163790000000.0,32124.0,lance m. fritz,usa,https://en.wikipedia.org/wiki/union_pacific_railroad,https://twitter.com/unionpacific,https://www.facebook.com/unionpacific
79,bhp group,45066000000.0,21391000000.0,162910000000.0,80000.0,mike henry,australia,https://en.wikipedia.org/wiki/bhp,https://twitter.com/bhp,
80,sap se,30682000000.0,5791000000.0,162540000000.0,107415.0,christian klein,germany,https://en.wikipedia.org/wiki/sap_se,https://twitter.com/sap,https://www.facebook.com/sap
81,agricultural bank of china,104700000000.0,35097000000.0,160760000000.0,459000.0,,china,https://en.wikipedia.org/wiki/agricultural_bank_of_china,,
82,intuit,12726000000.0,2066000000.0,160710000000.0,13500.0,sasan k. goodarzi,usa,https://en.wikipedia.org/wiki/intuit,https://twitter.com/intuit,https://www.facebook.com/intuit
83,meituan dianping,28141000000.0,-3698000000.0,160510000000.0,58390.0,wang xing,china,https://en.wikipedia.org/wiki/meituan-dianping,,
84,royal bank of canada,35376000000.0,12230000000.0,159750000000.0,85301.0,david i. mckay,canada,https://en.wikipedia.org/wiki/royal_bank_of_canada,https://twitter.com/rbc,https://www.facebook.com/rbc
85,advanced micro devices (amd),16434000000.0,3162000000.0,159410000000.0,15500.0,lisa su,usa,https://en.wikipedia.org/wiki/advanced_micro_devices,https://twitter.com/amd,https://www.facebook.com/amd/
86,sony corporation,72397000000.0,6437000000.0,156010000000.0,109700.0,kenichiro yoshida,japan,https://en.wikipedia.org/wiki/sony,https://twitter.com/sony,https://www.facebook.com/sonyphilippines
87,philip morris international,31405000000.0,9109000000.0,154340000000.0,69900.0,jacek olczak,usa,https://en.wikipedia.org/wiki/philip_morris_international,https://twitter.com/insidepmi,https://www.facebook.com/insidepmi/
88,ping an insurance (group) company of china,202290000000.0,15964000000.0,150120000000.0,362000.0,ma mingzhe,china,https://en.wikipedia.org/wiki/ping_an_insurance,https://twitter.com/pingan_group?lang=en,
89,honeywell international,34392000000.0,5542000000.0,148530000000.0,99000.0,darius adamczyk,usa,https://en.wikipedia.org/wiki/honeywell,https://twitter.com/honeywell,https://www.facebook.com/honeywell/
90,toronto-dominion bank,32501000000.0,10803000000.0,144320000000.0,89464.0,bharat masrani,canada,https://en.wikipedia.org/wiki/toronto_perce2_perc80_perc93dominion_bank,https://twitter.com/tdbank_us?lang=en,https://www.facebook.com/tdbankgroup
91,petrochina company,380440000000.0,13413000000.0,143700000000.0,476223.0,wang dongjin,china,https://en.wikipedia.org/wiki/petrochina,https://twitter.com/chinapetro?lang=en,
92,christian dior,70765000000.0,5450000000.0,143380000000.0,128339.0,pietro beccari,france,https://en.wikipedia.org/wiki/christian_dior_se,https://twitter.com/dior,https://www.facebook.com/dior/
93,shopify,4611000000.0,2914000000.0,143340000000.0,7000.0,tobias lutke,canada,https://en.wikipedia.org/wiki/shopify,,https://www.facebook.com/shopify/
94,keyence corporation,5511000000.0,2214000000.0,142420000000.0,8380.0,yu nakata,japan,https://en.wikipedia.org/wiki/keyence,,
95,medtronic,31677000000.0,5038000000.0,141390000000.0,90000.0,geoffrey s. martha,ireland,https://en.wikipedia.org/wiki/medtronic,https://twitter.com/medtronic,https://www.facebook.com/medtronic/
96,bristol-myers squibb company,46385000000.0,6994000000.0,139460000000.0,32200.0,giovanni caforio,usa,https://en.wikipedia.org/wiki/bristol-myers_squibb,https://twitter.com/bmsnews,https://www.facebook.com/bristolmyerssquibb/
97,siemens,68616000000.0,6788000000.0,138710000000.0,303000.0,roland busch,germany,https://en.wikipedia.org/wiki/siemens,https://twitter.com/siemens,https://www.facebook.com/siemens
98,totalenergies se,184630000000.0,16032000000.0,138010000000.0,105476.0,patrick pouyanne,france,https://en.wikipedia.org/wiki/totalenergies,,
99,cvs health corporation,292110000000.0,7910000000.0,137540000000.0,295000.0,karen s. lynch,usa,https://en.wikipedia.org/wiki/cvs_health,,
100,unilever group,57793000000.0,6666000000.0,137220000000.0,149000.0,alan jope,netherlands uk,https://en.wikipedia.org/wiki/unilever,https://twitter.com/unilever,https://www.facebook.com/unilever
101,t-mobile us,80118000000.0,3024000000.0,137070000000.0,75000.0,mike sievert,usa,https://en.wikipedia.org/wiki/t-mobile_us,https://twitter.com/tmobile,
102,bank of china,76991000000.0,33270000000.0,135640000000.0,306322.0,gao yingxin,china,https://en.wikipedia.org/wiki/bank_of_china,,
103,blackrock,19374000000.0,5901000000.0,135550000000.0,16500.0,larry fink,usa,https://en.wikipedia.org/wiki/blackrock,,
104,schwarz group,123070000000.0,,,500000.0,,germany,https://en.wikipedia.org/wiki/schwarz_gruppe,,
105,raytheon technologies corporation,64388000000.0,3864000000.0,135370000000.0,174000.0,gregory hayes,usa,https://en.wikipedia.org/wiki/united_technologies,https://twitter.com/utc,
106,american express company,42838000000.0,8060000000.0,135070000000.0,64000.0,stephen squeri,usa,https://en.wikipedia.org/wiki/american_express,https://twitter.com/americanexpress,https://www.facebook.com/americanexpress
107,volkswagen,250120000000.0,14839000000.0,134250000000.0,662575.0,herbert diess,germany,https://en.wikipedia.org/wiki/volkswagen_group,,
108,applied materials,23063000000.0,5888000000.0,134000000000.0,27000.0,gary e. dickerson,usa,https://en.wikipedia.org/wiki/applied_materials,https://twitter.com/applied_blog,https://www.facebook.com/appliedmaterialsinc
109,hsbc holdings,63644000000.0,12607000000.0,132940000000.0,223448.0,noel quinn,uk,https://en.wikipedia.org/wiki/hsbc,https://twitter.com/hsbc,https://www.facebook.com/hsbc
110,the goldman sachs group,64989000000.0,21635000000.0,132600000000.0,43900.0,david m. solomon,usa,https://en.wikipedia.org/wiki/goldman_sachs,https://twitter.com/goldmansachs,https://www.facebook.com/goldmansachs/
111,wuliangye yibin,9635000000.0,3402000000.0,132390000000.0,26348.0,chen lin,china,https://en.wikipedia.org/wiki/wuliangye_yibin,https://twitter.com/wuliangyepinpai,https://www.facebook.com/wuliangyeglobal/
112,citi group,71887000000.0,20758000000.0,130530000000.0,223400.0,jane fraser,usa,https://en.wikipedia.org/wiki/citigroup,https://twitter.com/citi,
113,china mobile,133260000000.0,18247000000.0,130510000000.0,454332.0,li yue,china,https://en.wikipedia.org/wiki/china_mobile,,
114,amgen,25979000000.0,5893000000.0,128030000000.0,24200.0,robert a. bradway,usa,https://en.wikipedia.org/wiki/amgen,https://twitter.com/amgen,
115,youtube,,,,,susan wojcicki,usa,https://en.wikipedia.org/wiki/youtube,,
116,estee lauder companies,17737000000.0,2390000000.0,127760000000.0,62000.0,fabrizio freda,usa,https://en.wikipedia.org/wiki/est_percc3_perca9e_lauder_companies,,https://www.facebook.com/esteelauder/
117,boeing company,62286000000.0,-4202000000.0,126650000000.0,141014.0,dave calhoun,usa,https://en.wikipedia.org/wiki/boeing,https://twitter.com/boeing?lang=en,https://www.facebook.com/boeing/
118,sanofi,43171000000.0,6858000000.0,126370000000.0,95442.0,paul hudson,france,https://en.wikipedia.org/wiki/sanofi,,
119,starbucks corporation,29060000000.0,4199000000.0,126200000000.0,383000.0,laxman narasimhan,usa,https://en.wikipedia.org/wiki/starbucks,https://twitter.com/starbucks,https://www.facebook.com/starbucks
120,commonwealth bank of australia,16562000000.0,7456000000.0,125770000000.0,49245.0,matt comyn,australia,https://en.wikipedia.org/wiki/commonwealth_bank,https://twitter.com/commbank,
121,aia group,47525000000.0,7427000000.0,125620000000.0,23000.0,lee yuan siong,hong kong,https://en.wikipedia.org/wiki/aia_group,https://twitter.com/aiagroup_press,
122,diageo,18200000000.0,3827000000.0,123290000000.0,28025.0,ivan menezes,uk,https://en.wikipedia.org/wiki/diageo,,
123,american tower corporation (reit),9356000000.0,2567000000.0,121400000000.0,5618.0,tom bartlett,usa,https://en.wikipedia.org/wiki/american_tower,,
124,caterpillar,50971000000.0,6489000000.0,121270000000.0,107700.0,jim umpleby,usa,https://en.wikipedia.org/wiki/caterpillar_inc.,,
125,ibm,57350000000.0,5743000000.0,120850000000.0,375300.0,arvind krishna,usa,https://en.wikipedia.org/wiki/ibm,https://twitter.com/ibm,https://www.facebook.com/ibm
126,rio tinto group,63495000000.0,21094000000.0,116980000000.0,49000.0,jakob stausholm,uk,https://en.wikipedia.org/wiki/rio_tinto_group,https://twitter.com/riotinto,
127,deere & company,43932000000.0,5963000000.0,116400000000.0,75600.0,john c. may,usa,https://en.wikipedia.org/wiki/john_deere,https://twitter.com/johndeere,https://www.facebook.com/johndeere
128,intuitive surgical,5710000000.0,1704000000.0,115850000000.0,9793.0,gary s guthart,usa,https://en.wikipedia.org/wiki/intuitive_surgical,,
129,hdfc bank,12743000000.0,4825000000.0,114330000000.0,161027.0,sashidhar jagdishan,india,https://en.wikipedia.org/wiki/hdfc_bank,https://twitter.com/hdfc_bank,https://www.facebook.com/hdfc.bank/
130,prologis,4759000000.0,2939000000.0,113660000000.0,2053.0,hamid moghadam,usa,https://en.wikipedia.org/wiki/prologis,https://twitter.com/prologis,https://www.facebook.com/prologis/
131,servicenow,5896000000.0,230000000.0,112710000000.0,16881.0,bill mcdermott,usa,https://en.wikipedia.org/wiki/servicenow,https://twitter.com/servicenow,
132,general electric company,74196000000.0,-6520000000.0,111350000000.0,168000.0,h. lawrence culp jr,usa,https://en.wikipedia.org/wiki/general_electric,https://twitter.com/generalelectric,https://www.facebook.com/ge
133,target corporation,106000000000.0,6946000000.0,110570000000.0,409000.0,brian cornell,usa,https://en.wikipedia.org/wiki/target_corporation,,https://www.facebook.com/target
134,glaxosmithkline,44655000000.0,5740000000.0,110320000000.0,99000.0,dame emma walmsley,uk,https://en.wikipedia.org/wiki/glaxosmithkline,https://twitter.com/gsk,https://www.facebook.com/gsk
135,china life insurance company,133170000000.0,8000000000.0,109770000000.0,104160.0,dairen lin,china,https://en.wikipedia.org/wiki/china_life_insurance_company,,
136,anheuser-busch inbev,54304000000.0,4669000000.0,109500000000.0,164000.0,michel doukeris,belgium,https://en.wikipedia.org/wiki/anheuser-busch_inbev,https://twitter.com/abinbev,
137,charter communications,51682000000.0,4654000000.0,109450000000.0,93700.0,thomas m. rutledge,usa,https://en.wikipedia.org/wiki/charter_communications,,https://www.facebook.com/spectrum
138,gazprom,168300000000.0,34221000000.0,108150000000.0,473800.0,alexey miller,russia,https://en.wikipedia.org/wiki/gazprom,,
139,s&p global,8297000000.0,3024000000.0,107670000000.0,22850.0,douglas l. peterson,usa,https://en.wikipedia.org/wiki/s_perc26p_global,,https://www.facebook.com/sandpglobal/
140,schneider electric,31853000000.0,3531000000.0,107120000000.0,166025.0,jean-pascal tricoire,france,https://en.wikipedia.org/wiki/schneider_electric,https://twitter.com/schneiderelec,https://www.facebook.com/schneiderelectricfr/
141,ingram micro,49100000000.0,,,26037.0,,usa,https://en.wikipedia.org/wiki/ingram_micro,,
142,vanguard group,6936000000.0,,,18800.0,,usa,https://en.wikipedia.org/wiki/the_vanguard_group,,
143,conocophillips company,45828000000.0,8079000000.0,106360000000.0,10100.0,ryan lance,usa,https://en.wikipedia.org/wiki/conocophillips,,
144,jd.com,149500000000.0,-559000000.0,106000000000.0,314906.0,liu qiangdong,china,https://en.wikipedia.org/wiki/jd.com,https://twitter.com/jd_corporate,https://www.facebook.com/jd.cominc/
145,micron technology,27705000000.0,5861000000.0,105800000000.0,43000.0,sanjay mehrotra,usa,https://en.wikipedia.org/wiki/micron_technology,,
146,anthem,,6104000000.0,105580000000.0,63900.0,gail koziara boudreaux,usa,https://en.wikipedia.org/wiki/anthem_(company),,
147,airbnb,5991000000.0,-352000000.0,105510000000.0,6132.0,brian chesky,usa,https://en.wikipedia.org/wiki/airbnb,,
148,airbus,57468000000.0,4643000000.0,105090000000.0,125888.0,guillaume faury,netherlands,https://en.wikipedia.org/wiki/airbus,https://twitter.com/airbus,https://www.facebook.com/airbus/
149,koch industries,110000000000.0,,,122000.0,,usa,https://en.wikipedia.org/wiki/koch_industries,,
150,bytedance,17000000000.0,,,60000.0,,china,https://en.wikipedia.org/wiki/bytedance,,
151,sea limited,9955000000.0,-2046000000.0,104350000000.0,33800.0,forrest li,singapore,https://en.wikipedia.org/wiki/garena,,
152,3m company,35355000000.0,5921000000.0,103700000000.0,95000.0,mike roman,usa,https://en.wikipedia.org/wiki/3m,https://twitter.com/3m,
153,allianz se,114040000000.0,7284000000.0,103280000000.0,150269.0,oliver bate,germany,https://en.wikipedia.org/wiki/allianz,https://twitter.com/allianz_es,https://www.facebook.com/allianz
154,infosys,16311000000.0,2968000000.0,102720000000.0,345218.0,salil parekh,india,https://en.wikipedia.org/wiki/infosys,https://twitter.com/infosys,https://www.facebook.com/infosys/
155,merck kgaa o.n.,21695000000.0,3367000000.0,102500000000.0,58408.0,belen garijo,germany,https://en.wikipedia.org/wiki/merck_group,https://twitter.com/merckgroup,https://www.facebook.com/merckgroup
156,nippon telegraph and telephone corporation,88706000000.0,8618000000.0,101570000000.0,303350.0,jun sawada,japan,https://en.wikipedia.org/wiki/nippon_telegraph_and_telephone,https://twitter.com/nttpr,https://www.facebook.com/nttgroup/
157,ntt docomo,34022000000.0,4677000000.0,101260000000.0,27558.0,motoyuki ii,japan,https://en.wikipedia.org/wiki/ntt_docomo,https://twitter.com/docomo,https://www.facebook.com/docomo.official
158,kering,19445000000.0,3499000000.0,101130000000.0,38553.0,francois-henri pinault,france,https://en.wikipedia.org/wiki/kering,,
