,URL,ID,Name,Company code,Marketcap,Share price,Earnings,Revenue,Shares,Employees
36,https://companiesmarketcap.com/interface/marketcap/,37.0,Interface,TILE,$0.64 B,$11.03,$0.12 B,$1.30 B,,3.646
37,https://companiesmarketcap.com/cable-one/marketcap/,38.0,Cable One,CABO,$4.41 B,$759.35,$0.48 B,$1.71 B,,3.628
38,https://companiesmarketcap.com/stonex-group/marketcap/,39.0,StoneX Group,SNEX,$1.90 B,$93.61,$0.29 B,$66.03 B,,3.615
39,https://companiesmarketcap.com/aci-worldwide/marketcap/,40.0,ACI Worldwide,ACIW,$3.02 B,$26.88,$0.22 B,$1.43 B,,3.61
40,https://companiesmarketcap.com/hancock-whitney/marketcap/,41.0,Hancock Whitney,HWC,$4.36 B,$50.97,$0.64 B,$1.32 B,,3.607
41,https://companiesmarketcap.com/liberty-oilfield-services/marketcap/,42.0,Liberty Energy,LBRT,$3.02 B,$16.59,$0.19 B,$3.60 B,,3.601
42,https://companiesmarketcap.com/dynatrace/marketcap/,43.0,Dynatrace,DT,$10.65 B,$37.01,$75.4 M,$1.03 B,287.190.000,3.6
43,https://companiesmarketcap.com/insperity/marketcap/,44.0,Insperity,NSP,$4.35 B,$114.81,$0.21 B,$5.74 B,,3.6
44,https://companiesmarketcap.com/one-gas/marketcap/,45.0,ONE Gas,OGS,$4.35 B,$80.52,$0.25 B,$2.35 B,,3.6
45,https://companiesmarketcap.com/blackbaud/marketcap/,46.0,Blackbaud,BLKB,$3.26 B,$61.43,-$11.02 M,$1.03 B,,3.6
46,https://companiesmarketcap.com/hibbett-sports/marketcap/,47.0,Hibbett Sports,HIBB,$0.92 B,$72.77,$0.14 B,$1.63 B,,3.6
47,https://companiesmarketcap.com/atlas-technical-consultants/marketcap/,48.0,Atlas Technical Consultants,ATCX,$0.24 B,$6.42,$36.33 M,$0.59 B,,3.6
48,https://companiesmarketcap.com/manhattan-associates/marketcap/,49.0,Manhattan Associates,MANH,$7.63 B,$122.40,$0.13 B,$0.74 B,62.592.000,3.6
49,https://companiesmarketcap.com/smart-global-holdings/marketcap/,50.0,SMART Global Holdings,SGH,$0.82 B,$16.68,$94.36 M,$1.81 B,,3.6
50,https://companiesmarketcap.com/viavi-solutions/marketcap/,51.0,VIAVI Solutions,VIAV,$2.54 B,$11.24,$0.17 B,$1.27 B,,3.6
51,https://companiesmarketcap.com/hawaiian-electric-industries/marketcap/,52.0,Hawaiian Electric Industries,HE,$4.64 B,$42.44,$0.39 B,$3.49 B,,3.597
52,https://companiesmarketcap.com/prosperity-bancshares/marketcap/,53.0,Prosperity Bancshares,PB,$6.84 B,$75.02,$0.65 B,$1.10 B,91.209.000,3.592
53,https://companiesmarketcap.com/audacy/marketcap/,54.0,Audacy,AUD,$45.4 M,$0.31,-$0.17 B,$1.25 B,,3.586
54,https://companiesmarketcap.com/alpha-metallurgical-resources/marketcap/,55.0,Alpha Metallurgical Resources,AMR,$2.49 B,$156.72,$1.60 B,$4.10 B,,3.56
55,https://companiesmarketcap.com/umb-financial/marketcap/,56.0,UMB Financial,UMBF,$4.19 B,$86.91,$0.50 B,$1.32 B,,3.529
56,https://companiesmarketcap.com/paysafe/marketcap/,57.0,Paysafe,PSFE,$1.11 B,$18.33,-$1.7 B,$1.48 B,,3.5
57,https://companiesmarketcap.com/cresco-labs/marketcap/,58.0,Cresco Labs,CRLBF,$0.59 B,$2.00,$0.10 B,$0.86 B,,3.5
58,https://companiesmarketcap.com/rga/marketcap/,59.0,Reinsurance Group of America,RGA,$9.75 B,$145.96,$0.61 B,$15.34 B,66.936.000,3.5
59,https://companiesmarketcap.com/trinet/marketcap/,60.0,TriNet,TNET,$4.54 B,$74.88,$0.54 B,$4.89 B,,3.5
60,https://companiesmarketcap.com/the-childrens-place/marketcap/,61.0,The Children's Place,PLCE,$0.47 B,$38.92,$0.10 B,$1.76 B,,3.5
61,https://companiesmarketcap.com/evolent-health/marketcap/,62.0,Evolent Health,EVH,$3.20 B,$31.66,-$33.66 M,$1.21 B,,3.5
62,https://companiesmarketcap.com/conns/marketcap/,63.0,Conn's,CONN,$0.24 B,$10.12,-$10.08 M,$1.41 B,,3.5
63,https://companiesmarketcap.com/trimas/marketcap/,64.0,TriMas,TRS,$1.27 B,$30.33,$91.07 M,$0.88 B,,3.5
64,https://companiesmarketcap.com/cme-group/marketcap/,65.0,CME Group,CME,$63.17 B,$175.62,$3.62 B,$4.95 B,358.715.000,3.48
65,https://companiesmarketcap.com/schnitzer-steel/marketcap/,66.0,Schnitzer Steel,SCHN,$0.94 B,$34.39,$0.13 B,$3.28 B,,3.471
66,https://companiesmarketcap.com/utz-brands/marketcap/,67.0,Utz Brands,UTZ,$1.33 B,$16.53,-$39.91 M,$1.35 B,,3.469
67,https://companiesmarketcap.com/monster-beverage/marketcap/,68.0,Monster Beverage,MNST,$53.29 B,$102.08,$1.60 B,$6.22 B,526.797.000,3.458
68,https://companiesmarketcap.com/materion/marketcap/,69.0,Materion,MTRN,$1.98 B,$96.54,$84.12 M,$1.71 B,,3.443
69,https://companiesmarketcap.com/pbf-energy/marketcap/,70.0,PBF Energy,PBF,$5.54 B,$39.78,$2.81 B,$44.22 B,,3.418
70,https://companiesmarketcap.com/sonida-senior-living/marketcap/,71.0,Sonida Senior Living,SNDA,$0.10 B,$15.44,-$36.19 M,$0.23 B,,3.4
71,https://companiesmarketcap.com/robinhood/marketcap/,72.0,Robinhood,HOOD,$7.78 B,$9.32,-$1.28 B,$1.34 B,882.356.575,3.4
72,https://companiesmarketcap.com/allison-transmission/marketcap/,73.0,Allison Transmission,ALSN,$4.00 B,$43.33,$0.63 B,$2.69 B,,3.4
73,https://companiesmarketcap.com/atkore/marketcap/,74.0,Atkore,ATKR,$5.02 B,$126.16,$1.20 B,$3.91 B,,3.4
74,https://companiesmarketcap.com/cno-financial-group/marketcap/,75.0,CNO Financial Group,CNO,$2.64 B,$23.16,$0.72 B,$3.67 B,,3.4
75,https://companiesmarketcap.com/mueller-water-products/marketcap/,76.0,Mueller Water Products,MWA,$1.92 B,$12.30,$98.6 M,$1.24 B,,3.4
76,https://companiesmarketcap.com/trinseo/marketcap/,77.0,Trinseo,TSE,$0.93 B,$26.60,$0.10 B,$5.28 B,,3.4
77,https://companiesmarketcap.com/brp-group/marketcap/,78.0,BRP Group,BRP,$1.94 B,$31.65,$24.55 M,$0.89 B,,3.4
78,https://companiesmarketcap.com/draftkings/marketcap/,79.0,DraftKings,DKNG,$6.33 B,$14.11,-$1.65 B,$1.85 B,448.331.000,3.4
79,https://companiesmarketcap.com/glacier-bancorp/marketcap/,80.0,Glacier Bancorp,GBCI,$5.51 B,$49.76,$0.33 B,$0.88 B,,3.396
80,https://companiesmarketcap.com/guidewire-software/marketcap/,81.0,Guidewire Software,GWRE,$5.61 B,$68.63,-$0.24 B,$0.84 B,,3.376
81,https://companiesmarketcap.com/drive-shack/marketcap/,82.0,Drive Shack,DS,$15.48 M,$0.17,-$43.36 M,$0.31 B,,3.37
82,https://companiesmarketcap.com/valley-bank/marketcap/,83.0,Valley Bank,VLY,$5.70 B,$11.27,$0.69 B,$1.69 B,506.342.200,3.37
83,https://companiesmarketcap.com/western-alliance-bancorporation/marketcap/,84.0,Western Alliance Bancorporation,WAL,$7.03 B,$64.60,$1.26 B,$2.23 B,107.500.000,3.368
84,https://companiesmarketcap.com/fico/marketcap/,85.0,FICO,FICO,$15.43 B,$617.92,$0.47 B,$1.37 B,25.221.000,3.367
85,https://companiesmarketcap.com/the-one-group-hospitality/marketcap/,86.0,The ONE Group Hospitality,STKS,$0.23 B,$7.40,$22.42 M,$0.31 B,,3.364
86,https://companiesmarketcap.com/pra-group/marketcap/,87.0,PRA Group,PRAA,$1.38 B,$35.54,$0.30 B,$1.00 B,,3.361
87,https://companiesmarketcap.com/dorman-products/marketcap/,88.0,Dorman Products,DORM,$2.82 B,$90.02,$0.18 B,$1.63 B,,3.36
88,https://companiesmarketcap.com/the-realreal/marketcap/,89.0,The RealReal,REAL,$0.14 B,$1.50,-$0.21 B,$0.58 B,,3.355
89,https://companiesmarketcap.com/lamar-advertising/marketcap/,90.0,Lamar Advertising,LAMR,$10.38 B,$102.10,$0.50 B,$1.99 B,101.580.997,3.35
90,https://companiesmarketcap.com/nextier-oilfield/marketcap/,91.0,NexTier Oilfield,NEX,$2.46 B,$10.03,$0.22 B,$2.88 B,,3.34
91,https://companiesmarketcap.com/alliant-energy/marketcap/,92.0,Alliant Energy,LNT,$13.93 B,$55.51,$0.99 B,$4.07 B,251.000.000,3.313
92,https://companiesmarketcap.com/delek-us/marketcap/,93.0,Delek US,DK,$1.74 B,$25.06,$0.46 B,$18.87 B,,3.312
93,https://companiesmarketcap.com/the-shyft-group/marketcap/,94.0,The Shyft Group,SHYF,$1.06 B,$30.33,$43 M,$1.00 B,,3.306
94,https://companiesmarketcap.com/arch-resources/marketcap/,95.0,Arch Resources,ARCH,$2.51 B,$138.97,$1.08 B,$3.67 B,,3.303
95,https://companiesmarketcap.com/dennys/marketcap/,96.0,Denny's,DENN,$0.69 B,$12.13,$0.15 B,$0.44 B,,3.3
96,https://companiesmarketcap.com/kratos-defense/marketcap/,97.0,Kratos Defense & Security Solutions,KTOS,$1.36 B,$10.85,-$11.5 M,$0.86 B,,3.3
97,https://companiesmarketcap.com/sportsman-warehouse/marketcap/,98.0,Sportsman's Warehouse,SPWH,$0.38 B,$10.09,$0.12 B,$1.43 B,,3.3
98,https://companiesmarketcap.com/smartsheet/marketcap/,99.0,Smartsheet,SMAR,$5.56 B,$42.36,-$0.23 B,$0.71 B,,3.29
99,https://companiesmarketcap.com/sharecare/marketcap/,100.0,Sharecare,SHCR,$0.79 B,$2.24,-$84.64 M,$0.43 B,,3.279
100,https://companiesmarketcap.com/palantir/marketcap/,101.0,Palantir,PLTR,$14.47 B,$6.96,-$0.53 B,$1.83 B,2.073.265.000,3.269
101,https://companiesmarketcap.com/glatfelter/marketcap/,102.0,Glatfelter,GLT,$0.15 B,$3.50,-$0.19 B,$1.45 B,,3.25
102,https://companiesmarketcap.com/sprinklr/marketcap/,103.0,Sprinklr,CXM,$2.19 B,$8.41,-$70.58 M,$0.58 B,,3.245
103,https://companiesmarketcap.com/kohlberg-kravis-roberts/marketcap/,104.0,KKR & Co.,KKR,$60.60 B,$54.00,-$83.36 M,$7.24 B,859.833.444,3.238
104,https://companiesmarketcap.com/infinera/marketcap/,105.0,Infinera,INFN,$1.56 B,$7.13,-$92.18 M,$1.48 B,,3.225
105,https://companiesmarketcap.com/vornado-realty-trust/marketcap/,106.0,Vornado Realty Trust,VNO,$4.80 B,$23.31,$0.44 B,$1.77 B,,3.224
106,https://companiesmarketcap.com/columbus-mckinnon/marketcap/,107.0,Columbus McKinnon,CMCO,$1.03 B,$36.32,$87.98 M,$0.92 B,,3.224
107,https://companiesmarketcap.com/globe-life/marketcap/,108.0,Globe Life,GL,$11.79 B,$121.28,$0.95 B,$5.18 B,97.280.729,3.222
108,https://companiesmarketcap.com/essential-utilities/marketcap/,109.0,Essential Utilities,WTRG,$12.79 B,$48.79,$0.66 B,$2.11 B,262.213.000,3.211
109,https://companiesmarketcap.com/simmons-first-national/marketcap/,110.0,Simmons First National,SFNC,$2.90 B,$22.87,$0.27 B,$0.83 B,,3.206
110,https://companiesmarketcap.com/bright-health/marketcap/,111.0,Bright Health,BHG,$0.58 B,$0.92,-$1.5 B,$6.00 B,,3.203
111,https://companiesmarketcap.com/datadog/marketcap/,112.0,Datadog,DDOG,$22.37 B,$70.47,$17.1 M,$1.53 B,315.990.000,3.2
112,https://companiesmarketcap.com/fulton-financial/marketcap/,113.0,Fulton Financial,FULT,$2.82 B,$16.84,$0.33 B,$0.95 B,,3.2
113,https://companiesmarketcap.com/homepoint/marketcap/,114.0,Homepoint,HMPT,$0.23 B,$1.72,-$0.11 B,$0.35 B,,3.2
114,https://companiesmarketcap.com/consolidated-communications/marketcap/,115.0,Consolidated Communications,CNSL,$0.51 B,$4.50,-$0.13 B,$1.21 B,,3.2
115,https://companiesmarketcap.com/smiledirectclub/marketcap/,116.0,SmileDirectClub,SDC,$0.27 B,$0.70,-$0.3 B,$0.51 B,,3.2
116,https://companiesmarketcap.com/lancaster-colony/marketcap/,117.0,Lancaster Colony Corporation,LANC,$5.46 B,$198.46,$0.15 B,$1.70 B,,3.2
117,https://companiesmarketcap.com/pinnacle-financial-partners/marketcap/,118.0,Pinnacle Financial Partners,PNFP,$5.73 B,$75.04,$0.68 B,$1.24 B,75.761.930,3.184
118,https://companiesmarketcap.com/heartland-express/marketcap/,119.0,Heartland Express,HTLD,$1.30 B,$16.49,$0.21 B,$0.76 B,,3.18
119,"https://companiesmarketcap.com/nn/marketcap/,120,""NN, Inc."",NNBR,$89.93 M,$2.05,-$8.37 M,$0.49 B,,3.172,USA,0.2850918769836426,0.0010006427764892578,0.0,0.0,0.0,0.0,0.001016378402709961,0.0",,,,,,,,,
120,https://companiesmarketcap.com/toast/marketcap/,121.0,Toast,TOST,$10.36 B,$19.91,-$0.18 B,$2.47 B,513.719.867,3.172
121,https://companiesmarketcap.com/us-physical-therapy/marketcap/,122.0,U.S. Physical Therapy,USPH,$1.16 B,$89.65,$69.4 M,$0.54 B,,3.158
122,https://companiesmarketcap.com/nv5-global/marketcap/,123.0,NV5 Global,NVEE,$2.16 B,$139.37,$74.76 M,$0.78 B,,3.139
123,https://companiesmarketcap.com/suburban-propane-partners/marketcap/,124.0,Suburban Propane Partners,SPH,$1.00 B,$15.89,$0.20 B,$1.50 B,,3.131
124,https://companiesmarketcap.com/world-acceptance-corp/marketcap/,125.0,World Acceptance Corporation,WRLD,$0.49 B,$79.03,$17.09 M,$0.57 B,,3.121
125,https://companiesmarketcap.com/circor-international/marketcap/,126.0,CIRCOR International,CIR,$0.53 B,$26.37,$21.82 M,$0.76 B,,3.1
126,https://companiesmarketcap.com/spx-corp/marketcap/,127.0,SPX Corporation,SPXC,$3.29 B,$73.00,$77.3 M,$1.38 B,,3.1
127,https://companiesmarketcap.com/unifi/marketcap/,128.0,Unifi,UFI,$0.16 B,$9.22,$8.63 M,$0.79 B,,3.1
128,https://companiesmarketcap.com/sigmatron-international/marketcap/,129.0,SigmaTron International,SGMA,$26.22 M,$4.32,$3.98 M,$0.40 B,,3.1
129,https://companiesmarketcap.com/east-west-bancorp/marketcap/,130.0,East West Bancorp,EWBC,$9.75 B,$69.20,$1.30 B,$2.12 B,140.917.000,3.1
130,https://companiesmarketcap.com/powerschool/marketcap/,131.0,PowerSchool,PWSC,$4.98 B,$25.00,-$41.96 M,$0.61 B,,3.099
131,https://companiesmarketcap.com/bg-foods/marketcap/,132.0,B&G Foods,BGS,$0.99 B,$13.84,$60.23 M,$2.11 B,,3.096
132,https://companiesmarketcap.com/one-medical/marketcap/,133.0,One Medical(1Life Healthcare),ONEM,$3.35 B,$16.42,-$0.41 B,$0.99 B,,3.09
133,https://companiesmarketcap.com/hain-celestial/marketcap/,134.0,Hain Celestial,HAIN,$1.69 B,$19.03,$0.10 B,$1.87 B,,3.078
134,https://companiesmarketcap.com/coupa/marketcap/,135.0,Coupa,COUP,$6.04 B,$79.42,-$0.28 B,$0.81 B,76.040.000,3.076
135,https://companiesmarketcap.com/cohu/marketcap/,136.0,Cohu,COHU,$1.71 B,$35.98,$0.12 B,$0.81 B,,3.075
136,https://companiesmarketcap.com/moneygram/marketcap/,137.0,MoneyGram,MGI,$1.05 B,$10.89,$70.8 M,$1.29 B,,3.072
137,https://companiesmarketcap.com/cloudflare/marketcap/,138.0,Cloudflare,NET,$14.43 B,$43.93,-$0.19 B,$0.89 B,326.590.000,3.063
138,https://companiesmarketcap.com/elastic/marketcap/,139.0,Elastic NV,ESTC,$4.89 B,$51.21,-$0.21 B,$0.97 B,,3.056
139,https://companiesmarketcap.com/altair-engineering/marketcap/,140.0,Altair Engineering,ALTR,$3.98 B,$49.78,-$31.89 M,$0.55 B,,3.05
140,https://companiesmarketcap.com/amc-entertainment/marketcap/,141.0,AMC Entertainment,AMC,$2.59 B,$5.06,-$0.44 B,$4.09 B,,3.046
141,https://companiesmarketcap.com/biomarin/marketcap/,142.0,BioMarin Pharmaceutical,BMRN,$20.94 B,$112.72,$0.10 B,$2.00 B,185.597.000,3.045
142,https://companiesmarketcap.com/digital-realty/marketcap/,143.0,Digital Realty,DLR,$31.14 B,$106.00,$1.52 B,$4.56 B,286.693.071,3.03
143,https://companiesmarketcap.com/malibu-boats/marketcap/,144.0,Malibu Boats,MBUU,$1.19 B,$58.77,$0.22 B,$1.26 B,,3.015
144,https://companiesmarketcap.com/roku/marketcap/,145.0,Roku,ROKU,$7.07 B,$50.82,-$0.23 B,$3.12 B,138.571.000,3.0
145,https://companiesmarketcap.com/portland-general-electric/marketcap/,146.0,Portland General Electric,POR,$4.86 B,$48.26,$0.28 B,$2.56 B,,3.0
146,https://companiesmarketcap.com/clearwater-paper/marketcap/,147.0,Clearwater Paper,CLW,$0.61 B,$36.56,$0.13 B,$2.04 B,,3.0
147,https://companiesmarketcap.com/select-energy-services/marketcap/,148.0,Select Energy Services,WTTR,$1.04 B,$9.17,$62.48 M,$1.26 B,,3.0
148,https://companiesmarketcap.com/express/marketcap/,149.0,Express,EXPR,$74.45 M,$1.09,-$16.51 M,$1.94 B,,3.0
149,https://companiesmarketcap.com/lands-end/marketcap/,150.0,Lands' End,LE,$0.28 B,$8.29,-$6.49 M,$1.58 B,,3.0
150,https://companiesmarketcap.com/bio-techne/marketcap/,151.0,Bio-Techne,TECH,$12.69 B,$80.85,$0.34 B,$1.11 B,156.928.000,3.0
151,https://companiesmarketcap.com/kadant/marketcap/,152.0,Kadant,KAI,$2.34 B,$201.20,$0.16 B,$0.89 B,,3.0
152,https://companiesmarketcap.com/sotera-health/marketcap/,153.0,Sotera Health,SHC,$5.14 B,$18.23,$0.19 B,$0.99 B,,3.0
153,https://companiesmarketcap.com/invitae/marketcap/,154.0,Invitae,NVTA,$0.60 B,$2.50,-$3.26 B,$0.51 B,,3.0
154,https://companiesmarketcap.com/barnes-noble-education/marketcap/,155.0,Barnes & Noble Education,BNED,$0.11 B,$2.11,-$85.82 M,$1.54 B,,3.0
155,https://companiesmarketcap.com/taylor-morrison/marketcap/,156.0,Taylor Morrison,TMHC,$3.59 B,$33.15,$1.37 B,$8.23 B,,3.0
156,https://companiesmarketcap.com/covenant-logistics/marketcap/,157.0,Covenant Logistics,CVLG,$0.49 B,$36.44,$0.15 B,$1.21 B,,3.0
157,https://companiesmarketcap.com/arista-networks/marketcap/,158.0,Arista Networks,ANET,$35.33 B,$115.00,$1.36 B,$3.93 B,304.931.000,2.993
158,https://companiesmarketcap.com/united-bankshares/marketcap/,159.0,United Bankshares,UBSI,$5.50 B,$40.87,$0.44 B,$0.99 B,,2.988
159,https://companiesmarketcap.com/cf-industries/marketcap/,160.0,CF Industries,CF,$17.05 B,$86.91,$5.33 B,$11.11 B,200.200.000,2.97
160,https://companiesmarketcap.com/bowlero/marketcap/,161.0,Bowlero,BOWL,$2.36 B,$14.25,$22.05 M,$0.96 B,,2.965
161,https://companiesmarketcap.com/armstrong-world-industries/marketcap/,162.0,Armstrong World Industries,AWI,$3.42 B,$75.04,$0.24 B,$1.21 B,,2.96
162,https://companiesmarketcap.com/skillsoft/marketcap/,163.0,Skillsoft,SKIL,$0.33 B,$2.05,-$0.72 B,$0.61 B,,2.943
163,https://companiesmarketcap.com/preformed-line-products/marketcap/,164.0,Preformed Line Products,PLPC,$0.42 B,$87.37,$64.13 M,$0.59 B,,2.927
164,https://companiesmarketcap.com/marcus-corp/marketcap/,165.0,Marcus Corporation,MCS,$0.48 B,$15.47,$6.73 M,$0.68 B,,2.925
165,https://companiesmarketcap.com/bristow-group/marketcap/,166.0,Bristow Group,VTOL,$0.81 B,$28.93,$26.3 M,$1.19 B,,2.916
166,https://companiesmarketcap.com/azenta/marketcap/,167.0,Azenta,AZTA,$4.13 B,$59.82,-$9.94 M,$0.55 B,,2.9
167,https://companiesmarketcap.com/g-iii-apparel/marketcap/,168.0,G-III Apparel Group,GIII,$0.73 B,$15.58,$0.22 B,$3.12 B,,2.9
168,https://companiesmarketcap.com/sterling-construction/marketcap/,169.0,Sterling Construction,STRL,$1.02 B,$33.87,$0.12 B,$1.87 B,,2.9
169,https://companiesmarketcap.com/casella/marketcap/,170.0,Casella Waste Systems,CWST,$4.01 B,$77.77,$94.58 M,$1.05 B,,2.9
170,https://companiesmarketcap.com/nuvasive/marketcap/,171.0,NuVasive,NUVA,$2.31 B,$44.49,$3.84 M,$1.19 B,,2.9
171,https://companiesmarketcap.com/seneca-foods/marketcap/,172.0,Seneca Foods,SENEA,$0.48 B,$63.49,$60.11 M,$1.48 B,,2.9
172,https://companiesmarketcap.com/thredup/marketcap/,173.0,ThredUp,TDUP,$0.19 B,$1.94,-$90.65 M,$0.28 B,,2.894
173,https://companiesmarketcap.com/cubesmart/marketcap/,174.0,CubeSmart,CUBE,$9.43 B,$41.72,$0.25 B,$0.97 B,225.023.000,2.892
174,https://companiesmarketcap.com/primerica/marketcap/,175.0,Primerica,PRI,$5.56 B,$150.87,$0.42 B,$2.75 B,,2.891
175,https://companiesmarketcap.com/procore/marketcap/,176.0,Procore,PCOR,$7.11 B,$51.58,-$0.29 B,$0.66 B,137.180.639,2.885
176,https://companiesmarketcap.com/black-hills/marketcap/,177.0,Black Hills,BKH,$4.73 B,$72.78,$0.28 B,$2.32 B,,2.884
177,https://companiesmarketcap.com/aaon/marketcap/,178.0,Aaon,AAON,$4.14 B,$77.87,$84.11 M,$0.77 B,,2.881
178,https://companiesmarketcap.com/oppenheimer-holdings/marketcap/,179.0,Oppenheimer Holdings,OPY,$0.49 B,$45.48,$0.12 B,$1.16 B,,2.866
179,https://companiesmarketcap.com/ameris-bancorp/marketcap/,180.0,Ameris Bancorp,ABCB,$3.42 B,$49.32,$0.45 B,$1.00 B,,2.865
180,https://companiesmarketcap.com/tripadvisor/marketcap/,181.0,TripAdvisor,TRIP,$3.00 B,$21.35,$35 M,$1.37 B,,2.852
181,https://companiesmarketcap.com/valhi/marketcap/,182.0,Valhi,VHI,$0.69 B,$24.64,$0.33 B,$2.50 B,,2.847
