URL,ID,Name,Code,Legal form,Status,Registration Date,Capital,Address,Deletion Date
https://ariregister.rik.ee/eng/company/80023558/AiandusÃ¼histu-Aespa-Kaseke?search_id=6b4eef4&pos=35,35,AiandusÃ¼histuAespaKaseke(80023558),80023558.0,Non-profit association,Deleted,15.01.1998,,,31.07.2012
https://ariregister.rik.ee/eng/company/80133583/AIANDUSÃœHISTU-AESPA-KUUSEKE?search_id=6b4eef4&pos=36,36,AIANDUSÃœHISTUAESPAKUUSEKE(80133583),80133583.0,Non-profit association,Enteredintotheregister,09.10.2000,,                        Rapla maakond Kohila vald Aespa alevik Kuuse vkt 1 79739                            ,
https://ariregister.rik.ee/eng/company/80107752/AiandusÃ¼histu-Aespa-Loodus?search_id=6b4eef4&pos=37,37,AiandusÃ¼histuAespaLoodus(80107752),80107752.0,Non-profit association,,10.09.1999,,                        Rapla maakond Kohila vald Aespa alevik 79701                            ,
https://ariregister.rik.ee/eng/company/80136713/AiandusÃ¼histu-Aespa-Mobile?search_id=6b4eef4&pos=38,38,AiandusÃ¼histuAespaMobile(80136713),80136713.0,Non-profit association,Enteredintotheregister,27.12.2000,,                        Harju maakond Tallinn MustamÃ¤e linnaosa Ehitajate tee 88-3 12915                            ,
https://ariregister.rik.ee/eng/company/80064190/aiandusÃ¼histu-AESPA-NURME?search_id=6b4eef4&pos=39,39,aiandusÃ¼histuAESPA-NURME(80064190),80064190.0,Non-profit association,Deleted,07.01.1999,,,26.02.2010
https://ariregister.rik.ee/eng/company/80039529/AiandusÃ¼histu-Aespa-Puravik?search_id=6b4eef4&pos=40,40,AiandusÃ¼histuAespaPuravik(80039529),80039529.0,Non-profit association,Enteredintotheregister,09.06.1998,,                        Rapla maakond Kohila vald Aespa alevik Puraviku vkt 68 79705                            ,
https://ariregister.rik.ee/eng/company/80140293/AiandusÃ¼histu-Aespa-Rosinka?search_id=6b4eef4&pos=41,41,AiandusÃ¼histuAespaRosinka(80140293),80140293.0,Non-profit association,Deleted,11.01.2001,,,23.05.2012
https://ariregister.rik.ee/eng/company/80097806/AiandusÃ¼histu-Aespa-Rukkilill?search_id=6b4eef4&pos=42,42,AiandusÃ¼histuAespaRukkilill(80097806),80097806.0,Non-profit association,Enteredintotheregister,24.05.1999,,                        Rapla maakond Kohila vald Aespa alevik 79701                            ,
https://ariregister.rik.ee/eng/company/80053861/AIANDUSÃœHISTU-AESPA-SIGMA?search_id=6b4eef4&pos=43,43,AIANDUSÃœHISTUAESPASIGMA(80053861),80053861.0,Non-profit association,Deleted,05.11.1998,,,02.12.2004
https://ariregister.rik.ee/eng/company/80111742/AiandusÃ¼histu-AESPA-TELFO?search_id=6b4eef4&pos=44,44,AiandusÃ¼histuAESPATELFO(80111742),80111742.0,Non-profit association,Deleted,09.11.1999,,,27.03.2012
https://ariregister.rik.ee/eng/company/80102329/AiandusÃ¼histu-KAPA-AESPA?search_id=6b4eef4&pos=45,45,AiandusÃ¼histuKAPAAESPA(80102329),80102329.0,Non-profit association,Enteredintotheregister,29.06.1999,,                        Rapla maakond Kohila vald Aespa alevik Kapa vkt 18 79705                            ,
https://ariregister.rik.ee/eng/company/80017776/AiandusÃ¼histu-Vedu-Aespa?search_id=6b4eef4&pos=46,46,AiandusÃ¼histuVedu-Aespa(80017776),80017776.0,Non-profit association,Enteredintotheregister,30.10.1997,,                        postiaadress:MustamÃ¤e tee 82-71 Tallinn asukoht: Kohila rural municipality Rapla county                            ,
https://ariregister.rik.ee/eng/company/11306854/OÃœ-Aidu-TÃ¶Ã¶stuspark?search_id=6b4eef4&pos=47,47,OÃœAiduTÃ¶Ã¶stuspark(11306854),11306854.0,Private limited company,Deleted,12.10.2006,,,20.05.2020
https://ariregister.rik.ee/eng/company/12384365/Aili-Riispapp?search_id=6b4eef4&pos=48,48,AiliRiispapp(12384365),12384365.0,Sole trader,Deleted,27.11.2012,,,31.12.2013
https://ariregister.rik.ee/eng/company/14979217/Ainane-Looduspaik-OÃœ?search_id=6b4eef4&pos=49,49,AinaneLooduspaikOÃœ(14979217),14979217.0,Private limited company,Enteredintotheregister,27.05.2020,Capitalis2Â 500Â â‚¬,                        VÃµru maakond RÃµuge vald Luutsniku kÃ¼la Plaagi 65110                            ,
https://ariregister.rik.ee/eng/company/11009168/OSAÃœHING-AIRSPACE?search_id=6b4eef4&pos=50,50,OSAÃœHINGAIRSPACE(11009168),11009168.0,Private limited company,Enteredintotheregister,06.01.2004,Capitalis2Â 556Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Rataskaevu tn 22 10123                            ,
https://ariregister.rik.ee/eng/company/12778992/AitÃ¤h!-OÃœ?search_id=6b4eef4&pos=51,51,AitÃ¤h!OÃœ(12778992),12778992.0,Private limited company,Enteredintotheregister,08.01.2015,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Teatri vÃ¤ljak 3 10143                            ,
https://ariregister.rik.ee/eng/company/14043183/A-ja-K-Siivouspalvelu-OÃœ?search_id=6b4eef4&pos=52,52,AjaKSiivouspalveluOÃœ(14043183),14043183.0,Private limited company,Enteredintotheregister,04.05.2016,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Narva mnt 5 10117                            ,
https://ariregister.rik.ee/eng/company/12992283/AJ-Consult-OÃœ?search_id=6b4eef4&pos=53,53,AJConsultOÃœ(12992283),12992283.0,Private limited company,Enteredintotheregister,09.02.2016,Capitalis2Â 500Â â‚¬,                        Saare maakond Saaremaa vald Kuressaare linn Pikk tn 9a-2 93813                            ,
https://ariregister.rik.ee/eng/company/16233456/AJ-Veljekset-rakennuspalvelut-Eesti-OÃœ?search_id=6b4eef4&pos=54,54,AJ-VeljeksetrakennuspalvelutEestiOÃœ(16233456),16233456.0,Private limited company,Enteredintotheregister,19.05.2021,Capitalis2Â 500Â â‚¬,                        Harju maakond Viimsi vald Haabneeme alevik Hundi tee 13/1-6 74001                            ,
https://ariregister.rik.ee/eng/company/12623232/Akwaba-Spa-OÃœ?search_id=6b4eef4&pos=55,55,Akwaba-SpaOÃœ(12623232),12623232.0,Private limited company,Enteredintotheregister,05.03.2014,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Mardi tn 1 10145                            ,
https://ariregister.rik.ee/eng/company/11233517/OÃœ-Alar-Haljaste-Siivouspalvelus?search_id=6b4eef4&pos=56,56,OÃœAlarHaljasteSiivouspalvelus(11233517),11233517.0,Private limited company,Enteredintotheregister,02.05.2006,Capitalis2Â 556Â â‚¬,                        PÃµlva maakond Kanepi vald PÃµlgaste kÃ¼la PÃµlgaste keskus 7-1 63123                            ,
https://ariregister.rik.ee/eng/company/12607693/ALDONSPART-OÃœ?search_id=6b4eef4&pos=57,57,ALDONSPARTOÃœ(12607693),12607693.0,Private limited company,Enteredintotheregister,03.02.2014,Capitalis2Â 500Â â‚¬,,
https://ariregister.rik.ee/eng/company/16254949/Aleksandar-Spasic-OÃœ?search_id=6b4eef4&pos=58,58,AleksandarSpasicOÃœ(16254949),16254949.0,Private limited company,Enteredintotheregister,18.06.2021,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Viru vÃ¤ljak 2 10111                            ,
https://ariregister.rik.ee/eng/company/16210018/Aleksander-Spatar?search_id=6b4eef4&pos=59,59,AleksanderSpatar(16210018),16210018.0,Sole trader,Deleted,19.04.2021,,,14.06.2021
https://ariregister.rik.ee/eng/company/11565053/Aleksandr-Bespalov?search_id=6b4eef4&pos=60,60,AleksandrBespalov(11565053),11565053.0,Sole trader,Enteredintotheregister,30.12.2008,,                        Ida-Viru maakond Narva linn Hariduse tn 28-32 20305                            ,
https://ariregister.rik.ee/eng/company/11610492/Aleksandr-SpaÅ¡tÅ¡anski?search_id=6b4eef4&pos=61,61,AleksandrSpaÅ¡tÅ¡anski(11610492),11610492.0,Sole trader,Deleted,16.03.2009,,,06.05.2011
https://ariregister.rik.ee/eng/company/10829923/ALEKSANDR-SPATAR?search_id=6b4eef4&pos=62,62,ALEKSANDRSPATAR(10829923),10829923.0,Sole trader,Deleted,03.01.2002,,,07.11.2011
https://ariregister.rik.ee/eng/company/10166411/OsaÃ¼hing-Alekspa?search_id=6b4eef4&pos=63,63,OsaÃ¼hingAlekspa(10166411),10166411.0,Private limited company,Deleted,13.01.1997,,,27.01.2014
https://ariregister.rik.ee/eng/company/14495850/Alesya-nail-spa-OÃœ?search_id=6b4eef4&pos=64,64,AlesyanailspaOÃœ(14495850),14495850.0,Private limited company,Enteredintotheregister,28.05.2018,Capitalis2Â 500Â â‚¬,                        Harju maakond Loksa linn Posti tn 22-11 74805                            ,
https://ariregister.rik.ee/eng/company/11193083/OsaÃ¼hing-Alfa-Ehituspartner?search_id=6b4eef4&pos=65,65,OsaÃ¼hingAlfaEhituspartner(11193083),11193083.0,Private limited company,Deleted,21.11.2005,,,11.08.2009
https://ariregister.rik.ee/eng/company/11023197/Alliklepa-Invest-OsaÃ¼hing?search_id=6b4eef4&pos=66,66,AlliklepaInvestOsaÃ¼hing(11023197),11023197.0,Private limited company,Deleted,26.03.2004,,,09.09.2009
https://ariregister.rik.ee/eng/company/16102576/AllSpark-Energy-1-UÃœ?search_id=6b4eef4&pos=67,67,AllSparkEnergy1UÃœ(16102576),16102576.0,Limited partnership,Enteredintotheregister,20.11.2020,,                        Harju maakond Tallinn LasnamÃ¤e linnaosa Suur-SÃµjamÃ¤e tn 50a 11415                            ,
https://ariregister.rik.ee/eng/company/16102725/AllSpark-Energy-2-UÃœ?search_id=6b4eef4&pos=68,68,AllSparkEnergy2UÃœ(16102725),16102725.0,Limited partnership,Enteredintotheregister,20.11.2020,,                        Harju maakond Tallinn LasnamÃ¤e linnaosa Suur-SÃµjamÃ¤e tn 50a 11415                            ,
https://ariregister.rik.ee/eng/company/16102665/AllSpark-Energy-3-UÃœ?search_id=6b4eef4&pos=69,69,AllSparkEnergy3UÃœ(16102665),16102665.0,Limited partnership,Enteredintotheregister,20.11.2020,,                        Harju maakond Tallinn LasnamÃ¤e linnaosa Suur-SÃµjamÃ¤e tn 50a 11415                            ,
https://ariregister.rik.ee/eng/company/16102688/AllSpark-Energy-4-UÃœ?search_id=6b4eef4&pos=70,70,AllSparkEnergy4UÃœ(16102688),16102688.0,Limited partnership,Enteredintotheregister,20.11.2020,,                        Harju maakond Tallinn LasnamÃ¤e linnaosa Suur-SÃµjamÃ¤e tn 50a 11415                            ,
https://ariregister.rik.ee/eng/company/16102754/AllSpark-Energy-5-UÃœ?search_id=6b4eef4&pos=71,71,AllSparkEnergy5UÃœ(16102754),16102754.0,Limited partnership,Enteredintotheregister,20.11.2020,,                        Harju maakond Tallinn LasnamÃ¤e linnaosa Suur-SÃµjamÃ¤e tn 50a 11415                            ,
https://ariregister.rik.ee/eng/company/16100883/AllSpark-Energy-OÃœ?search_id=6b4eef4&pos=72,72,AllSparkEnergyOÃœ(16100883),16100883.0,Private limited company,Enteredintotheregister,18.11.2020,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn LasnamÃ¤e linnaosa Suur-SÃµjamÃ¤e tn 50a 11415                            ,
https://ariregister.rik.ee/eng/company/12208510/AllSpark-Group-OÃœ?search_id=6b4eef4&pos=73,73,AllSparkGroupOÃœ(12208510),12208510.0,Private limited company,Enteredintotheregister,21.12.2011,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn LasnamÃ¤e linnaosa Suur-SÃµjamÃ¤e tn 50a 11415                            ,
https://ariregister.rik.ee/eng/company/12989482/AllSpark-OÃœ?search_id=6b4eef4&pos=74,74,AllSparkOÃœ(12989482),12989482.0,Private limited company,Enteredintotheregister,03.02.2016,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn LasnamÃ¤e linnaosa Suur-SÃµjamÃ¤e tn 50a 11415                            ,
https://ariregister.rik.ee/eng/company/16315450/AL-Spar--Invest-OÃœ?search_id=6b4eef4&pos=75,75,ALSpar&InvestOÃœ(16315450),16315450.0,Private limited company,Enteredintotheregister,14.09.2021,Capitalis2Â 500Â â‚¬,                        Valga maakond TÃµrva vald TÃµrva linn Kooli tn 9a 68604                            ,
https://ariregister.rik.ee/eng/company/11278508/osaÃ¼hing-Amrita-Salong?search_id=6b4eef4&pos=76,76,osaÃ¼hingAmritaSalong(11278508),11278508.0,Private limited company,Deleted,07.08.2006,,,15.03.2016
https://ariregister.rik.ee/eng/company/11471961/OsaÃ¼hing-AMUN?search_id=6b4eef4&pos=77,77,OsaÃ¼hingAMUN(11471961),11471961.0,Private limited company,,25.02.2008,Capitalis40Â 000Â EEK,                        Harju maakond Tallinn Kesklinna linnaosa Jakobi tn 22-1 10144                            ,
https://ariregister.rik.ee/eng/company/11795528/Andrei-Maspanov?search_id=6b4eef4&pos=78,78,AndreiMaspanov(11795528),11795528.0,Sole trader,Deleted,30.11.2009,,,09.06.2010
https://ariregister.rik.ee/eng/company/16535269/Anitiw-Space-OÃœ?search_id=6b4eef4&pos=79,79,AnitiwSpaceOÃœ(16535269),16535269.0,Private limited company,Enteredintotheregister,13.07.2022,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn NÃµmme linnaosa SÃµbra tn 24b 10920                            ,
https://ariregister.rik.ee/eng/company/14064647/Annika-Raim-Consultancy-OÃœ?search_id=6b4eef4&pos=80,80,AnnikaRaimConsultancyOÃœ(14064647),14064647.0,Private limited company,Enteredintotheregister,10.06.2016,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Poordi tn 3-14 10156                            ,
https://ariregister.rik.ee/eng/company/10860985/ANSA-SPARI-KAUBANDUSE-OÃœ?search_id=6b4eef4&pos=81,81,ANSASPARIKAUBANDUSEOÃœ(10860985),10860985.0,Private limited company,Deleted,16.04.2002,,,13.05.2022
https://ariregister.rik.ee/eng/company/16445804/Anspar-OÃœ?search_id=6b4eef4&pos=82,82,AnsparOÃœ(16445804),16445804.0,Private limited company,Enteredintotheregister,18.02.2022,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Sakala tn 7-2 10141                            ,
https://ariregister.rik.ee/eng/company/10343273/Antuk-NLP-osaÃ¼hing?search_id=6b4eef4&pos=83,83,AntukNLPosaÃ¼hing(10343273),10343273.0,Private limited company,Deleted,09.12.1997,,,31.12.2003
https://ariregister.rik.ee/eng/company/14242764/AP-Juhtimispartner-OÃœ?search_id=6b4eef4&pos=84,84,APJuhtimispartnerOÃœ(14242764),14242764.0,Private limited company,Enteredintotheregister,18.04.2017,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn LasnamÃ¤e linnaosa Valukoja tn 9 11415                            ,
https://ariregister.rik.ee/eng/company/10635834/OÃœ-Aqua-Spas-Kaubandus?search_id=6b4eef4&pos=85,85,OÃœAqua-SpasKaubandus(10635834),10635834.0,Private limited company,Deleted,14.01.2000,,,20.12.2005
https://ariregister.rik.ee/eng/company/11953810/Arameya-OÃœ?search_id=6b4eef4&pos=86,86,ArameyaOÃœ(11953810),11953810.0,Private limited company,Enteredintotheregister,10.06.2010,Capitalis2Â 556Â â‚¬,                        Harju maakond Tallinn Kristiine linnaosa Hane tn 8-11 13418                            ,
https://ariregister.rik.ee/eng/company/14640393/Araspa-OÃœ?search_id=6b4eef4&pos=87,87,AraspaOÃœ(14640393),14640393.0,Private limited company,Enteredintotheregister,11.01.2019,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Rapla tn 5a-2 11312                            ,
https://ariregister.rik.ee/eng/company/12412794/ArcticEvent-OÃœ?search_id=6b4eef4&pos=88,88,ArcticEventOÃœ(12412794),12412794.0,Private limited company,Deleted,29.01.2013,,,06.06.2019
https://ariregister.rik.ee/eng/company/11026540/ARCTIC-SPA-EESTI-OsaÃ¼hing?search_id=6b4eef4&pos=89,89,ARCTICSPAEESTIOsaÃ¼hing(11026540),11026540.0,Private limited company,Deleted,14.04.2004,,,10.07.2017
https://ariregister.rik.ee/eng/company/14222135/Arctic-Spas-OÃœ?search_id=6b4eef4&pos=90,90,ArcticSpasOÃœ(14222135),14222135.0,Private limited company,Enteredintotheregister,15.03.2017,Capitalis2Â 500Â â‚¬,                        Harju maakond Viimsi vald Haabneeme alevik Paadi tee 3 74001                            ,
https://ariregister.rik.ee/eng/company/11032121/Arctic-Spas-OÃœ?search_id=6b4eef4&pos=91,91,ArcticSpasOÃœ(11032121),11032121.0,Private limited company,Deleted,26.04.2004,,,15.01.2012
https://ariregister.rik.ee/eng/company/14334957/ArenaSpace-OÃœ?search_id=6b4eef4&pos=92,92,ArenaSpaceOÃœ(14334957),14334957.0,Private limited company,Enteredintotheregister,19.09.2017,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Narva mnt 13 10151                            ,
https://ariregister.rik.ee/eng/company/16469029/Arenduspank-OÃœ?search_id=6b4eef4&pos=93,93,ArenduspankOÃœ(16469029),16469029.0,Private limited company,Enteredintotheregister,28.03.2022,Capitalis2Â 500Â â‚¬,                        Harju maakond Tallinn Kesklinna linnaosa Maakri tn 19/2 10145                            ,
https://ariregister.rik.ee/eng/company/10365613/Arenduspartner-InfosÃ¼steemid-ja-Ã„riprotsessid-OÃœ?search_id=6b4eef4&pos=94,94,ArenduspartnerInfosÃ¼steemidjaÃ„riprotsessidOÃœ(10365613),10365613.0,Private limited company,Enteredintotheregister,22.01.1998,Capitalis40Â 000Â EEK,                        Harju maakond Tallinn Haabersti linnaosa VabaÃµhumuuseumi tee 5/1-46a 13522                            ,
https://ariregister.rik.ee/eng/company/80229461/mittetulundusÃ¼hing-Arenduspartner?search_id=6b4eef4&pos=95,95,mittetulundusÃ¼hingArenduspartner(80229461),80229461.0,Non-profit association,Deleted,15.11.2005,,,15.07.2013
