,name,country,sector,absolute_growth_rate_pct,compound_annual_growth_rate_cagr_pct,revenue_2020_euro,revenue_2017_euro,number_of_employees_2020,number_of_employees_2017,founding_year
894,G.Engineering,Italy,Industrial Goods,173.95,39.92,"16,504,780","6,024,830",51,24,2012
895,I-PARTICULIERS,France,Property,173.47,39.84,"4,071,600","1,488,875",200,50,2011
896,Henco,Germany,Retail,173.33,39.82,"6,970,679","2,550,263",48,25,2012
897,Giglio.com,Italy,Ecommerce,173.12,39.78,"25,355,630","9,283,620",53,25,2007
898,Alphaspel,Sweden,Retail,172.99,39.76,"4,535,769","1,699,234",16,5,2013
899,Sapiegos Klinika,Lithuania,Health,172.45,39.67,"1,578,677","579,436",24,14,2014
900,OpenCorporates,UK,Technology,172.17,39.62,"2,730,677","1,010,498",25,9,2010
901,BE CLOUD,France,Support Services,172.09,39.61,"10,371,094","3,811,605",49,22,2012
902,Drukarnia piga.pl,Poland,Ecommerce,172.02,39.59,"4,064,038","1,632,988",130,60,2014
903,groupe mister menuiserie,France,Ecommerce,172.00,39.59,"68,009,314","25,003,047",227,84,2010
904,Insetto,Germany,Retail,171.87,39.57,"6,010,130","2,210,651",79,51,1999
905,Technophage,Portugal,Pharmaceuticals,171.71,39.54,"2,237,180","823,381",13,9,2005
906,skalis portage salarial,France,Support Services,171.14,39.44,"6,202,068","2,287,420",68,25,2008
907,peoplegrapher,Germany,Advertising,170.86,39.40,"3,561,298","1,314,806",11,5,2016
908,Reveg Fruit,Italy,Food & Beverage,170.85,39.39,"2,356,570","870,070",4,2,2016
909,Sciant,Bulgaria,Technology,170.83,39.39,"3,192,139","1,178,653",79,39,2016
910,Boender & Beutel,Germany,Industrial Goods,170.63,39.36,"14,550,131","5,376,347",130,50,2012
911,EKINOPS,France,Telecoms,170.62,39.36,"92,800,000","34,291,000",456,419,2003
912,Sano-Técnica,Portugal,Health,170.53,39.34,"4,972,658","1,838,120",13,12,1938
913,möbelando,Germany,Retail,170.52,39.34,"16,692,390","6,170,577",24,16,2013
914,Democom,Italy,Telecoms,170.39,39.31,"3,347,950","1,238,210",37,12,2011
915,Erbagil,Italy,Pharmaceuticals,169.82,39.22,"4,021,010","1,490,280",11,3,2009
916,Axopar Boats,Finland,Travel & Leisure,169.30,39.13,"78,765,693","29,247,774",32,9,2014
917,Advanced Composites Solutions,Italy,Automobiles,168.86,39.05,"5,393,690","2,006,100",54,11,2012
918,Spartivento Yachts & Charter,Italy,Travel & Leisure,168.79,39.04,"5,194,630","1,932,580",34,12,2000
919,Seargin,Poland,Technology,168.70,39.02,"18,624,755","7,576,080",64,39,2014
920,TTP HOLDING,Germany,Support Services,168.68,39.02,"37,607,000","13,997,000",32,28,2009
921,Sweef furniture,Sweden,Retail,168.54,39.00,"9,506,903","3,620,585",14,5,2011
922,SONIC Tanácsadó és Szolgáltató Kft,Hungary,Technology,168.48,38.99,"4,646,080","2,009,719",10,5,2008
923,spotit,Belgium,Cyber Security,168.03,38.91,"20,387,729","7,606,472",71,30,2014
924,LABEL EXPERIENCE,France,Financial Services,168.01,38.91,"1,756,470","655,366",27,11,2016
925,LMM Logistics,Italy,Transport,167.88,38.88,"14,113,040","5,268,390",724,2,2015
926,Medicalfit,Spain,Health,167.73,38.86,"2,378,517","888,395",35,15,2008
927,Nuova MG,Italy,Industrial Goods,167.60,38.83,"2,126,840","794,770",26,23,2017
928,innov and co handicap,France,Technology,167.55,38.83,"1,879,824","702,609",30,7,2016
929,Alma Entreprise,France,Construction,167.54,38.82,"13,438,347","5,023,015",31,33,2003
930,Radit,Italy,Support Services,167.28,38.78,"1,879,520","703,190",15,8,2016
931,REGIONAL EXPRESS,France,Transport,167.07,38.74,"22,841,800","8,552,857",220,80,2013
932,Aravati,France,Support Services,166.79,38.69,"6,671,500","2,500,644",59,26,2004
933,Pöhner Hamburg,Germany,Retail,166.67,38.67,"15,603,000","5,851,000",7,4,2013
934,Schreinerei Huber,Germany,Construction,166.56,38.65,"2,629,044","986,286",21,18,2010
935,ISR,France,Technology,166.38,38.62,"4,637,943","1,741,112",12,12,1996
936,Kinga Mathe,Germany,Retail,166.18,38.59,"1,800,494","676,431",5,2,2008
937,Rivile,Lithuania,Technology,166.16,38.58,"3,905,042","1,467,195",24,20,1992
938,MaGarantie5ans,France,Retail,166.08,38.57,"9,253,546","3,477,788",20,8,2016
939,BEBEBOUTIK,France,Retail,165.71,38.51,"29,080,296","10,944,325",98,36,2012
940,Radar Cyber Security,Austria,Technology,165.43,38.46,"12,727,043","4,794,822",122,88,2011
941,CLAIR GROUP,France,Aerospace & Defence,165.35,38.44,"38,960,985","14,683,064",121,49,2004
942,Appsfactory,Germany,Technology,165.29,38.43,"18,044,631","6,801,966",221,105,2009
943,Stiltz Homelifts,UK,Interiors,164.93,38.37,"36,960,953","14,051,407",250,142,2010
944,Star Stone,Romania,Construction,164.83,38.35,"4,409,476","1,729,707",105,48,2012
945,Coptrz,UK,Aerospace & Defence,164.78,38.34,"6,297,471","2,395,445",22,10,2016
946,Nurole,UK,Technology,164.77,38.34,"3,249,493","1,236,098",35,15,2014
947,ABAO Energy,Germany,Construction,164.38,38.28,"2,406,917","910,386",15,10,2016
948,Welol Next,Italy,Technology,163.97,38.20,"2,685,440","1,017,320",32,16,2011
949,Intent HQ,UK,Technology,163.93,38.20,"5,762,891","2,199,126",75,22,2010
950,Café du Cycliste,France,Ecommerce,163.42,38.11,"7,445,865","2,826,571",20,14,2009
951,LANGER Lüftungs- und Klimaanlagen,Germany,Construction,163.42,38.11,"4,609,256","1,749,794",8,5,2016
952,Formind,France,Cyber Security,163.27,38.08,"16,845,354","6,398,583",130,60,2010
953,Oasis Smart SIM Europe**,France,Telecoms,162.65,37.97,"3,065,165","1,167,000",20,4,2010
954,Aferetica,Italy,Health,162.51,37.95,"6,376,910","2,429,230",13,9,2013
955,Zero,Italy,Energy,162.50,37.95,"42,000,000","16,000,000",37,15,2014
956,SKILLS,France,Support Services,162.17,37.89,"11,650,138","4,443,710",70,20,2011
957,3E Studio,Italy,Support Services,161.84,37.83,"2,804,580","1,071,090",22,1,2015
958,Pannonia Steel,Slovakia,Construction,161.81,37.82,"1,768,886","675,645",5,1,2013
959,Kronos,Italy,Fashion,161.72,37.81,"23,579,000","9,009,270",21,15,2009
960,LaSaponaria,Italy,Beauty,161.63,37.79,"6,304,690","2,409,730",22,11,2007
961,Die Wuhlewanderer,Germany,Health,161.58,37.78,"4,970,000","1,900,000",95,50,2013
962,IMINT Vidhance,Sweden,Technology,161.54,37.78,"4,851,538","1,897,113",27,26,2007
963,Arte e Passione,Italy,Restaurants,161.45,37.76,"1,671,730","639,410",47,18,2016
964,PAUL MARIUS,France,Retail,161.37,37.75,"24,869,602","9,515,000",87,29,2011
965,Scalefocus,Bulgaria,Technology,161.21,37.72,"33,137,857","12,686,177",730,330,2012
966,Whiskyzone,Germany,Retail,161.11,37.70,"10,750,866","4,117,340",16,7,2014
967,Targa Telematics,Italy,Technology,160.94,37.67,"37,386,150","14,327,610",113,63,2002
968,SIAN Wholesale Ltd,UK,Transport,160.04,37.51,"74,719,260","28,939,861",50,23,2003
969,Visage Technologies,Sweden,Technology,159.98,37.50,"5,677,639","2,233,448",104,54,2002
970,Riotloc,Lithuania,Games industry,159.92,37.49,"1,551,468","596,906",1,1,2016
971,BullionVault,UK,Precious metals,159.81,37.47,"16,196,046","6,278,456",34,31,2003
972,3A Antioxidants,Spain,Chemicals & Pharmaceuticals,159.49,37.42,"7,704,000","2,968,892",23,9,2000
973,on Metall,Germany,Industrial Goods,159.42,37.40,"2,587,718","997,518",6,3,2016
974,Scribbr,The Netherlands,Education,159.33,37.39,"8,862,818","3,417,536",39,22,2012
975,Selectra,France,Energy,158.84,37.30,"62,951,353","24,320,734",1000,500,2007
976,Energetic,Italy,Energy,158.58,37.26,"1,711,470","661,860",13,7,2010
977,Faveod,France,Support Services,158.40,37.22,"2,598,585","1,005,658",9,7,2007
978,CYE Energia,Spain,Energy,158.39,37.22,"23,673,728","9,161,867",15,5,2013
979,Integrata Oy,Finland,Financial Services,157.99,37.15,"9,409,000","3,647,000",105,33,2008
980,Regular Trade,Germany,Retail,157.87,37.13,"11,671,000","4,526,000",25,15,2010
981,Expleo,Hungary,Energy,157.82,37.12,"2,696,785","900,686",15,6,2011
982,Confezioni Velvet,Italy,Fashion,157.62,37.09,"3,355,870","1,302,640",21,21,2015
983,Activ Bilanz,Germany,Property,157.55,37.07,"17,286,985","6,712,146",10,12,1998
984,Family Nation,Italy,Ecommerce,157.40,37.05,"5,300,370","2,059,190",12,5,2011
985,Majar – Matzaridis Bros,Greece,Technology,157.07,36.99,"13,224,865","5,144,442",19,13,1994
986,Izertis,Spain,Technology,156.87,36.95,"50,740,841","19,753,150",791,431,1996
987,Fashion Commerce,Italy,Ecommerce,156.44,36.88,"2,349,000","916,000",5,1,2016
988,Bulk Tainer Logistics Limited,UK,Transport,156.27,36.85,"56,054,130","21,717,432",105,41,2009
989,Wingeco,Italy,Industrial Goods,155.74,36.75,"3,407,310","1,332,330",22,12,2016
990,Meblobranie.pl,Poland,Ecommerce,155.48,36.71,"19,295,429","6,909,799",25,12,2021
991,Queraltó,Spain,Ecommerce,155.39,36.69,"21,900,903","8,575,344",67,39,1898
992,Phobos,Slovakia,Automobiles,155.23,36.66,"3,529,454","1,382,844",12,8,1993
993,Archita Engineering,Italy,Support Services,155.02,36.62,"2,739,230","1,074,130",5,13,2013
994,Celeritas,Spain,Transport,154.94,36.61,"58,139,933","22,805,398",27,10,2006
995,peopleForecast,Germany,Technology,154.86,36.59,"2,086,411","818,658",45,15,2014
996,Digitalpa,Italy,Management Consulting,154.82,36.59,"1,731,340","679,440",12,41,2014
997,Faktenkontor,Germany,Advertising,154.81,36.59,"30,967,000","12,153,143",150,100,2003
998,CLAREO,France,Retail,154.80,36.58,"18,854,708","7,399,729",53,13,2012
999,Laca Trade,Italy,Property,154.60,36.55,"24,741,510","9,717,860",5,5,2013
