,name,industry,sector,headquarters,founded
532,uti holdings,conglomerates,-,bucharest,1990
533,vodafone romania,telecommunications,mobile telecommunications,bucharest,1997
534,zentiva,health care,pharmaceuticals,bucharest,1962
535,altri,basic materials,paper,porto,2005
536,ambar – ideas on paper s.a.,industrials,industrial suppliers,porto,1939
537,banco comercial português,financials,banks,porto,1985
538,bial,health care,pharmaceuticals,trofa,1924
539,caixa geral de depósitos,financials,banks,lisbon,1876
540,carris,consumer services,travel & tourism,lisbon,1872
541,central de cervejas,consumer goods,brewers,vila franca de xira,1934
542,chipidea,technology,semiconductors,oeiras,1997
543,churchill's port,wine making,port wine,porto,1981
544,ciberbit,technology,software,coimbra,1995
545,cimpor,industrials,building materials & fixtures,lisbon,1976
546,cms-helmets,consumer goods,clothing & accessories,anadia,1976
547,cofina,consumer services,publishing,porto,1856
548,comboios de portugal,consumer services,travel & tourism,lisbon,1856
549,conservas ramirez,consumer goods,food products,matosinhos,1853
550,continente,consumer services,food retailers & wholesalers,matosinhos,1985
551,corticeira amorim,basic materials,industrial suppliers,santa maria da feira,1870
552,critical software,technology,software,coimbra,1998
553,"ctt correios de portugal, s.a.",industrials,delivery services,lisbon,1520
554,delta cafés,consumer goods,food products,campo maior,1961
555,efacec,industrials,electronic equipment,matosinhos,1948
556,energias de portugal,utilities,conventional electricity,lisbon,1976
557,fábrica nacional de munições de armas ligeiras,industrials,defense,lisbon,1947
558,galp energia,utilities,gas distribution,lisbon,1999
559,glintt,technology,software,lisbon,2008
560,grupo josé de mello,conglomerates,-,lisbon,1986
561,iberomoldes,industrials,general industries,marinha grande,1975
562,impresa,consumer services,media,oeiras,1972
563,jerónimo martins,consumer services,retail,lisbon,1792
564,lactogal,consumer goods,food & beverage,porto,1996
565,logoplaste,industrials,diversified industrials,cascais,1976
566,martifer,industrials,heavy construction,oliveira de frades,1990
567,media capital,consumer services,broadcasting & entertainment,oeiras,1988
568,medinfar,health care,pharmaceuticals,lisbon,1970
569,meo,telecommunications,mobile telecommunications,lisbon,1991
570,montepio,financials,banks,lisbon,1840
571,mota-engil,industrials,general industries,porto,1946
572,move interactive,technology,software,cascais,2008
573,nos,telecommunications,fixed line telecommunications,lisbon,1994
574,novabase,technology,software,lisbon,1989
575,novo banco,financials,banks,lisbon,2014
576,pingo doce,consumer services,food retailers & wholesalers,lisbon,1980
577,porto editora,consumer services,publishing,porto,1944
578,portugal telecom,telecommunications,fixed line telecommunications,lisbon,1994
579,quidgest,technology,software,lisbon,1988
580,rádio e televisão de portugal,consumer services,broadcasting & entertainment,lisbon,1935
581,redes energéticas nacionais,utilities,conventional electricity,lisbon,1994
582,renova,basic materials,paper,torres novas,1939
583,sapo,telecommunications,fixed line telecommunications,lisbon,1995
584,semapa,industrials,building materials & fixtures,lisbon,1991
585,simoldes,industrials,diversified industrials,oliveira de azeméis,1959
586,soares da costa,industrials,heavy construction,porto,1918
587,sic,consumer services,broadcasting & entertainment,lisbon,1992
588,sonae indústria,industrials,diversified industrials,maia,1959
589,sonae,conglomerates,-,maia,1959
590,sovena group,consumer goods,farming & fishing,oeiras,1956
591,sumol + compal,consumer goods,food products,oeiras,2008
592,tabaqueira,consumer goods,tobacco,lisbon,1927
593,tap air portugal,consumer services,airlines,lisbon,1945
594,televisão independente,consumer services,broadcasting & entertainment,oeiras,1993
595,the navigator company,basic materials,paper,setúbal,2001
596,tranquilidade,financials,full line insurance,lisbon,1871
597,tupam editores,consumer services,publishing,lisbon,1977
598,umm,industrials,diversified industrials,lisbon,1977
599,unicer brewery,consumer goods,brewers,matosinhos,1890
600,uniplaces,technology,internet,lisbon,2012
601,visabeira,conglomerates,-,viseu,1980
602,vista alegre,consumer goods,durable household products,ílhavo,1824
603,11 bit studios,technology,software,warsaw,2010
604,adamów coal mine,basic materials,coal,turek,1979
605,alior bank,financials,banks,warsaw,2008
606,amica,consumer goods,durable household products,wronki,1945
607,asseco,technology,software,rzeszów,1991
608,bank millennium,financials,banks,warsaw,1989
609,bank pekao,financials,banks,warsaw,1929
610,bełchatów coal mine,basic materials,coal,bełchatów,1955
611,biedronka,consumer services,food retailers & wholesalers,kostrzyn,1995
612,bochnia salt mine,basic materials,general mining,bochnia,1248
613,bogdanka coal mine,basic materials,coal,lublin voivodeship,1975
614,brainly,technology,software,kraków,2009
615,browar łomża,consumer goods,brewers,łomża,1968
616,carlsberg polska,consumer goods,brewers,warsaw,2004
617,cd projekt,technology,software,warsaw,1994
618,comarch,technology,software,kraków,1993
619,elbrewery,consumer goods,brewers,elbląg,1998
620,elektrim,industrials,diversified industrials,warsaw,1992
621,enea sa,utilities,conventional electricity,poznań,2003
622,ericpol,technology,software,łódź,1991
623,fablok,industrials,commercial vehicles & trucks,chrzanów,1919
624,fabryka samochodów małolitrażowych,consumer goods,automobiles,bielsko-biała,1948
625,fabryka samochodów osobowych,consumer goods,automobiles,warszawa,1948
626,fłt-kraśnik,industrials,diversified industrials,kraśnik,1938
627,fasing s.a.,industrials,diversified industrials,katowice,1913
628,gaworzyce mine,basic materials,nonferrous metals,gaworzyce,2004
629,gaz-system,utilities,gas distribution,warsaw,2004
630,głogów głęboki-przemysłowy mine,basic materials,nonferrous metals,polkowice,2004
631,grupa azoty,chemical industry,specialty chemicals,tarnów,1927
632,grupa lotos,oil & gas,exploration & production,gdańsk,2003
633,gubin coal mine,basic materials,coal,gubin,1955
634,halemba coal mine,basic materials,coal,ruda śląska,1897
635,hortex,consumer goods,food products,warsaw,1958
636,ing bank śląski,financials,banks,katowice,1988
637,iti group,consumer services,broadcasting & entertainment,warsaw,1984
638,jabłkowski brothers,consumer services,retail,warsaw,1884
639,jsw,basic materials,coal,jastrzębie-zdrój,1993
640,kghm polska miedź,basic materials,nonferrous metals,lubin,1961
641,kino polska,consumer services,broadcasting & entertainment,warsaw,2003
642,kłodawa salt mine,basic materials,general mining,kłodawa,1950
643,kompania piwowarska,consumer goods,brewers,poznań,1999
644,kompania węglowa,basic materials,coal,katowice,2003
645,lech browary wielkopolski,consumer goods,brewers,poznań,1975
646,livechat software,technology,software,wrocław,2002
647,lot polish airlines,consumer services,airlines,warsaw,1929
648,lpp,consumer services,apparel retailers,gdańsk,1991
649,maspex,food,food concern,wadowice,1990
650,multikino,consumer services,recreational services,warsaw,1998
651,netia,telecommunications,fixed line telecommunications,warsaw,1990
652,okocim brewery,consumer goods,brewers,brzesko,1845
653,optimus s.a.,technology,computer hardware,warsaw,1988
654,orange polska,telecommunications,mobile telecommunications,warsaw,1991
655,pesa sa,industrials,commercial vehicles & trucks,bydgoszcz,1851
656,pgnig,oil & gas,exploration & production,warsaw,1976
657,pkn orlen,oil & gas,exploration & production,płock,1999
658,play,telecommunications,mobile telecommunications,warsaw,2007
659,plus,telecommunications,mobile telecommunications,warsaw,1995
660,poczta polska,consumer services,delivery services,warsaw,1558
661,polcast television,consumer services,broadcasting & entertainment,warsaw,2006
662,polish state railways,industrials,railroads,warsaw,1926
663,polsat,consumer services,broadcasting & entertainment,warsaw,1992
664,polska grupa energetyczna,utilities,conventional electricity,warsaw,1990
665,polsteam,industrials,delivery services,szczecin,1951
666,powszechna kasa oszczędności bank polski,financials,banks,warsaw,1948
667,powszechny zakład ubezpieczeń,financials,full line insurance,warsaw,1803
668,pronar,consumer goods,machinery,narew,1988
669,przedsiębiorstwo komunikacji samochodowej,consumer services,travel & tourism,białystok,1945
670,przewozy regionalne,consumer services,travel & tourism,warsaw,2001
671,pse (polskie sieci elektroenergetyczne),utilities,conventional electricity,konstancin-jeziorna,2004
672,pudliszki,food products,fruit and vegetable processing,pudliszki,1847
673,qumak,technology,software,warsaw,1985
674,smyk department store,consumer services,general retailers,warszawa,2000
675,solaris bus & coach,industrials,commercial vehicles & trucks,bolechowo,2001
676,tele-fonika kable,industrials,diversified industrials,bydgoszcz,1920
677,telewizja polska,consumer services,broadcasting & entertainment,warsaw,1952
678,t-mobile polska,telecommunications,mobile telecommunications,warsaw,1996
679,tvn24,consumer services,broadcasting & entertainment,warsaw,2001
680,tvn 7,consumer services,broadcasting & entertainment,warsaw,2002
681,tvn group,consumer services,broadcasting & entertainment,warsaw,1995
682,tymbark,consumer goods,soft drinks,tymbark,1936
683,van pur,consumer goods,brewers,rakszawa,1989
684,wieliczka salt mine,consumer services,recreational services,wieliczka,1252
685,żabka,consumer services,food retailers & wholesalers,poznań,1998
686,zmt sa,industrials,defense,tarnów,1917
687,aalberts,industrials,electrical components & equipment,utrecht,1981
688,abellio,transport,"bus, ferry and train services",utrecht,2001
689,abn amro,financials,banks,amsterdam,1991
690,adyen,financials,payments industry,amsterdam,2006
691,accell group,consumer goods,recreational products,heerenveen,1998
692,aegon n.v.,financials,life insurance,the hague,1983
693,ahold delhaize,consumer services,food retailers & wholesalers,zaandam,2016
694,akzonobel,basic materials,specialty chemicals,amsterdam,1994
695,amstel brewery,consumer goods,brewers,zoeterwoude,1870
696,apm terminals,industrials,transportation services,the hague,2001
697,apollo vredestein b.v.,consumer goods,automobiles parts,amsterdam,1909
698,arcadis,industrials,engineering,amsterdam,1888
699,asml holding,industrials,industrial machinery,veldhoven,1984
700,asn bank,financials,banks,the hague,1960
701,atradius,financials,non-life insurance,amsterdam,1925
702,australian homemade,consumer services,restaurants & bars,veenendaal,1979
703,avebe,consumer goods,food products,veendam,1919
704,bavaria brewery,consumer goods,brewers,lieshout,1680
705,beter bed,consumer services,specialty retailers,uden,1981
706,blendle,technology,internet,utrecht,2013
707,booking.com,consumer services,travel & tourism,amsterdam,1996
708,catawiki,technology,internet,amsterdam,2008
709,chipshol,real estate,real estate investment and services,amsterdam,1986
710,cnh global,industrials,commercial vehicles & trucks,amsterdam,1999
711,corendon dutch airlines,consumer services,airlines,lijnden,2010
712,daf trucks,consumer goods,automobiles,eindhoven,1993
713,damen group,industrials,industrial transportation & defense,gorinchem,1927
714,dockwise,industrials,marine transportation,breda,1993
715,donkervoort,consumer goods,automobiles,lelystad,1978
716,douwe egberts,consumer goods,soft drinks,utrecht,1753
717,dsm,health care,pharmaceuticals,heerlen,1902
718,ebuddy,technology,internet,amsterdam,2003
719,elsevier,consumer services,publishing,amsterdam,1880
720,endemol,consumer services,broadcasting & entertainment,amsterdam,1994
721,exact software,technology,software,delft,1984
722,exor,financials,investment services,amsterdam,1927
723,feadship,consumer goods,recreational products,haarlem,1949
724,fraba,industrials,industrial automation,heerlen,1918
725,frieslandcampina,consumer goods,food products,amersfoort,2008
726,fugro,oil & gas,exploration & production,leidschendam,1962
727,general logistics systems,industrials,delivery services,amsterdam,1999
728,grolsch brewery,consumer goods,brewers,enschede,1615
729,guerrilla games,technology,software,amsterdam,2000
730,g-star raw,consumer goods,apparel retailers,amsterdam,1989
731,heerema marine contractors,oil & gas,oil equipment & services,leiden,1948
732,heineken international,consumer goods,brewers,amsterdam,1864
733,hema,consumer goods,variety,amsterdam,1926
734,high-logic,technology,software,de bilt,1997
735,hotels.nl,consumer services,travel & tourism,groningen,2001
736,hunkemöller,consumer services,apparel retailers,hilversum,1886
737,hunter douglas,industrials,building,rotterdam,1919
738,ikea,consumer services,home improvement retailers,leiden,1942
739,ing group,financials,banks,amsterdam,1991
740,interxion,technology,datacentres,schiphol-rijk,1998
741,iptp networks,telecommunications,fixed line telecommunications,amsterdam,1996
742,jumbo,consumer goods,food retailers & wholesalers,veghel,1921
743,just eat takeaway,technology,consumer digital services,amsterdam,2000
744,klm,consumer services,airlines,amstelveen,1919
745,kpmg,industrials,business support services,amstelveen,1987
746,kpn,telecommunications,fixed line telecommunications,the hague,1852
747,landfighter,consumer goods,automobiles,best,2011
748,leaseplan,consumer services,rental and leasing services,amsterdam,1963
749,liander,utilities,conventional electricity,arnhem,2008
750,lucas bols,consumer goods,distillers & vintners,amsterdam,1575
751,martinair,consumer services,airlines,schiphol-oost,1958
752,nederlandse spoorwegen,industrials,railroads,utrecht,1938
753,nipparts,consumer goods,auto parts,amsterdam,1981
754,nutricia,consumer goods,food products,amsterdam,1896
755,nuon energy,utilities,multiutilities,amsterdam,1995
756,nxp semiconductors,technology,semiconductors,eindhoven,1953
757,océ,technology,electronic office equipment,venlo,1877
758,perfetti van melle,consumer goods,food products,lainate,2001
759,philips,consumer goods,consumer electronics,eindhoven,1891
760,postnl,industrials,delivery services,the hague,1998
761,prosus,technology,consumer digital services,amsterdam,2019
762,q-park,consumer services,parking,maastricht,1998
763,rabobank,financials,banks,utrecht,1972
764,randstad holding,industrials,business support services,diemen,1960
765,royal bam group,industrials,heavy construction,bunnik,1869
766,royal boskalis westminster,industrials,heavy construction,papendrecht,1910
767,royal imtech n.v.,industrials,electrical components & equipment,gouda,1860
768,royal schiphol group,industrials,transportation services,schiphol,1916
769,royal van oord,industrials,heavy construction,rotterdam,1868
770,sbm offshore,oil & gas,oil equipment & services,schiedam,1965
771,serpent model racing cars,consumer goods,recreational products,heemstede,1980
772,shv holdings,industrials,diversified industrials,utrecht,1896
773,spar,consumer goods,food retailers & wholesalers,amsterdam,1932
774,spyker cars,consumer goods,automobiles,zeewolde,1999
775,stork b.v.,industrials,aerospace,naarden,1868
776,talpa network,consumer services,broadcasting & entertainment,hilversum,2004
777,tele2 netherlands,telecommunications,fixed line telecommunications,amsterdam,1993
778,telfort,telecommunications,mobile telecommunications,alphen aan den rijn,1997
779,thales nederland,industrials,defence & electronics,hengelo,1922
780,tmf group,industrials,financial administration,amsterdam,1988
781,tnt express,industrials,delivery services,hoofddorp,2011
782,tomtom,technology,software,amsterdam,1991
783,tony's chocolonely,consumer goods,food products,amsterdam,2005
784,transavia,consumer services,airlines,schiphol-oost,1965
785,triodos bank,financials,banks,zeist,1980
786,trust,technology,computer hardware,dordrecht,1981
787,tui fly netherlands,consumer services,airlines,schiphol-rijk,2005
788,vanguard dutch marine,consumer goods,recreational products,heerenveen,2008
789,vdl bus & coach,industrials,commercial vehicles & trucks,valkenswaard,1993
790,vdl nedcar,consumer goods,automobile,born,1967
791,vedior,industrials,business training & employment agencies,amsterdam,1998
792,veon,telecommunications,mobile telecommunications,amsterdam,2009
793,verenigde nederlandse uitgeverijen,consumer services,publishing,haarlem,1964
794,vitol,energy,"oil, gas & coal",rotterdam,1966
795,vodafone netherlands,telecommunications,mobile telecommunications,maastricht,1995
796,volkerwessels,industrials,heavy construction,amersfoort,1854
797,wavin,industrials,building materials & fixtures,zwolle,1955
798,we,consumer goods,apparel retailers,utrecht,1917
799,wercker,technology,software,amsterdam,2011
800,wolters kluwer,industrials,business support services,alphen aan den rijn,1836
801,zeeman,consumer goods,apparel retailers,alphen aan den rijn,1967
802,air malta,consumer services,airlines,luqa,1973
803,aps bank,financials,banks,swatar,1910
804,bank of valletta,financials,banks,santa venera,1974
805,central bank of malta,financials,banks,valletta,1968
806,emmanuel delicata,consumer goods,distillers & vintners,valletta,1907
807,go,telecommunications,fixed line telecommunications,marsa,1997
808,hsbc bank malta,financials,banks,valletta,1882
809,lombard bank,financials,banks,valletta,1969
810,maltapost,industrials,delivery services,marsa,1998
811,medavia,consumer services,airlines,luqa,1978
812,media.link communications,consumer services,publishing,pietà,unknown
813,melita,telecommunications,fixed line telecommunications,birkirkara,1992
814,multilotto,consumer services,gambling,st julian's,2012
815,one productions,consumer services,broadcasting & entertainment,marsa,1994
816,simonds farsons cisk,consumer goods,brewers,birkirkara,1928
817,unibet,consumer services,gambling,gżira,1997
818,epic,telecommunications,mobile telecommunications,luqa,1989
819,advanzia bank,financials,banks,munsbach,2005
820,arcelor,basic materials,iron & steel,luxembourg city,2002
821,arcelormittal,basic materials,iron & steel,luxembourg city,2006
822,artec 3d,technology,technology hardware & equipment,luxembourg city,2007
823,banque de luxembourg,financials,banks,luxembourg city,1920
824,banque et caisse d'épargne de l'état,financials,banks,luxembourg city,1856
825,banque raiffeisen,financials,banks,leudelange,1926
826,bgl bnp paribas,financials,banks,luxembourg city,1919
827,bip investment partners,financials,investment services,luxembourg city,2000
828,brasserie nationale,consumer goods,brewers,bascharage,1975
829,cactus,consumer services,food retailers & wholesalers,bereldange,1900
830,cargolux,industrials,delivery services,sandweiler,1970
831,creos luxembourg,utilities,multiutilities,strassen,2009
832,central bank of luxembourg,financials,banks,luxembourg city,1998
833,centre hospitalier de luxembourg,health care,health care providers,luxembourg city,1975
834,ceratizit,industrials,diversified industrials,mamer,2002
835,cipriani s.a.,consumer services,restaurants & bars,luxembourg city,1931
836,cvc capital partners,financials,asset managers,luxembourg city,1981
837,editpress,consumer services,publishing,luxembourg city,1913
838,foyer s.a.,financials,full line insurance,luxembourg city,1922
839,general mediterranean holding,conglomerates,-,luxembourg city,1979
840,genii capital,financials,specialty finance,howald,2008
841,gold & wood,consumer goods,personal products,luxembourg city,1995
842,kbl european private bankers,financials,banks,luxembourg city,1949
843,kulczyk investments,financials,investment services,luxembourg city,2007
844,lionair,consumer services,airlines,luxembourg city,1988
845,luvanis,consumer goods,clothing & accessories,luxembourg city,2009
846,luxair,consumer services,airlines,sandweiler,1962
847,luxanimation,consumer services,broadcasting & entertainment,doncols,2002
848,luxembourg stock exchange,financials,investment services,luxembourg city,1928
849,luxempart,financials,investment services,leudelange,1988
850,melusine,consumer services,broadcasting & entertainment,howald,1997
851,mousel,consumer goods,brewers,luxembourg city,1511
852,orco,financials,real estate holding & development,capellen,1991
853,p&tluxembourg,telecommunications,fixed line telecommunications,luxembourg city,1992
854,radio luxembourg,consumer services,broadcasting & entertainment,luxembourg city,1933
855,regus,industrials,business support services,luxembourg city,1989
856,reinet investments,financials,investment services,luxembourg city,2008
857,rotarex,industrials,industrial machinery,lintgen,1922
858,rtl group,consumer services,broadcasting & entertainment,kirchberg,1920
859,saint-paul luxembourg,consumer services,publishing,luxembourg city,1848
860,ses s.a.,telecommunications,mobile telecommunications,betzdorf,1985
861,société nationale de crédit et d'investissement,financials,banks,luxembourg city,1978
862,société nationale des chemins de fer luxembourgeois,industrials,railroads,luxembourg city,1946
863,strategic airlines luxembourg,consumer services,airlines,luxembourg city,2010
864,streamworks international,consumer services,broadcasting & entertainment,luxembourg city,2006
865,techniques d'avant garde,consumer services,airlines,luxembourg city,1977
866,utopia group,consumer services,recreational services,luxembourg city,2002
867,west air luxembourg,industrials,delivery services,bertrange,2002
868,achema,basic materials,specialty chemicals,jonava,1962
869,alita,consumer goods,brewers,alytus,1963
870,apranga,consumer services,apparel retailers,vilnius,1993
871,aurela,consumer services,airlines,vilnius,1996
872,avia solutions group,industrials,transportation services,vilnius,2010
873,aviaam leasing,industrials,transportation services,vilnius,2007
874,aviavilsa,industrials,delivery services,vilnius,1999
875,avion express,consumer services,airlines,vilnius,2005
876,baltija shipbuilding yard,industrials,commercial vehicles & trucks,klaipėda,1952
877,baltik vairas,consumer goods,recreational products,šiauliai,1993
878,čili,consumer services,restaurants & bars,vilnius,1997
879,dot lt,consumer services,airlines,karmėlava,2003
880,dvarčionių keramika,industrials,building materials & fixtures,vilnius,1888
881,ekspla,industrials,electronic equipment,vilnius,1983
882,gubernija,consumer goods,brewers,šiauliai,1665
883,kalnapilis,consumer goods,brewers,panevėžys,1902
884,lietuvos dujos,utilities,gas distribution,vilnius,1961
885,lietuvos energija,utilities,conventional electricity,vilnius,1997
886,lietuvos paštas,consumer services,delivery services,vilnius,1918
887,maxima group,consumer services,broadline retailers,vilnius,1992
888,small planet airlines,consumer services,airlines,vilnius,2007
889,stumbras,consumer goods,distillers & vintners,kaunas,1906
890,tauras,consumer goods,brewers,vilnius,1860
891,teo lt,telecommunications,fixed line telecommunications,vilnius,1992
892,ūkio bankas,financials,banks,kaunas,1989
893,vilniaus prekyba,consumer services,broadline retailers,vilnius,1992
894,volfas engelman,consumer goods,brewers,kaunas,1853
895,žia valda,financials,investment services,vilnius,1997
896,ablv bank,financials,banks,riga,1993
897,aerodium latvia,industrials,industrial machinery,sigulda,2004
898,airbaltic,consumer services,airlines,riga,1995
899,ave line,industrials,marine transportation,riga,2000
900,baltic coal terminal,industrials,transportation services,ventspils,2005
901,banka baltija,financials,banks,riga,1993
902,bank of latvia,financials,banks,riga,1992
903,bellaccord electro,consumer services,broadcasting & entertainment,riga,1931
904,cēsu alus,consumer goods,brewers,cēsis,1590
905,citadele banka,financials,banks,riga,2010
906,dartz,consumer goods,automobiles,riga,2008
907,double coffee,consumer services,restaurants & bars,riga,2002
908,elko grupa,consumer goods,consumer electronics,riga,1993
909,ford-vairogs,consumer goods,automobiles,riga,1936
910,forticom,technology,software,riga,1999
911,grindeks,health care,pharmaceuticals,riga,1991
912,inversija,industrials,delivery services,riga,1991
913,just5,telecommunications,telecommunications equipment,riga,2008
914,laima,consumer goods,food products,riga,1870
915,lattelecom,telecommunications,fixed line telecommunications,riga,1992
916,latvenergo,utilities,conventional electricity,riga,1958
917,latvian mobile telephone,telecommunications,mobile telecommunications,riga,1992
918,latvian shipping company,industrials,marine transportation,riga,1940
919,latvijas balzams,consumer goods,soft drinks,riga,1997
920,latvijas gāze,oil & gas,exploration & production,riga,1991
921,latvijas krājbanka,financials,banks,riga,1924
922,latvijas pasts,logistics,delivery services,riga,1992
923,microphone records,consumer services,broadcasting & entertainment,riga,1993
924,norvik banka,financials,banks,riga,1992
925,olainfarm,health care,pharmaceuticals,olaine,1972
926,parex bank,financials,banks,riga,1992
927,privatbank latvia,financials,banks,riga,2007
928,raf-avia,consumer services,airlines,riga,1990
929,rietumu banka,financials,banks,riga,1992
930,riga autobus factory,consumer goods,automobiles,riga,1949
931,rimi baltic,consumer services,food retailers & wholesalers,riga,2004
932,russo-balt,consumer goods,automobiles,riga,1874
933,saf tehnika,technology,telecommunications equipment,riga,1999
934,seb unibanka,financials,banks,riga,1993
935,sereal,consumer goods,recreational products,riga,2011
936,smartlynx airlines,consumer services,airlines,mārupe,1993
937,vef,consumer goods,consumer electronics,riga,1919
938,a&g management consulting,industrials,business support services,turin,1988
939,a2a,utilities,multiutilities,brescia,2008
940,abarth,consumer goods,automobiles,turin,1949
941,abon plastic,industrials,containers & packaging,gornate-olona,1973
942,aermacchi,industrials,aerospace,varese,1912
943,agip,oil & gas,oil & gas refining & marketing,rome,1926
944,agustawestland,industrials,aerospace & defense,rome,2000
945,agv,consumer goods,auto parts,alessandria,1946
946,air dolomiti,consumer services,airlines,villafranca di verona,1991
947,air one,consumer services,airlines,fiumicino,1983
948,alan,consumer goods,recreational products,veggiano,1972
949,alenia aermacchi,industrials,aerospace,venegono superiore,2012
950,alenia aeronautica,industrials,aerospace,rome,1990
951,alessi,consumer goods,durable household products,omegna,1921
952,alfa romeo,consumer goods,automobiles,turin,1910
953,alitalia,consumer services,airlines,fiumicino,1999
954,alleanza assicurazioni,financials,life insurance,milan,1898
955,alpinestars,consumer goods,clothing & accessories,asolo,1963
956,andrea moda,consumer goods,clothing & accessories,morrovalle,1985
957,angelini,health care,pharmaceuticals,rome,1919
958,anonima petroli italiana,oil & gas,petroleum products,rome,1933
959,ansaldo energia,utilities,conventional electricity,genoa,1853
960,ansaldo sts,industrials,railroads,genoa,2006
961,aprilia,consumer goods,automobiles,noale,1945
962,arflex,consumer goods,furnishings,milan,1947
963,armani,consumer goods,clothing & accessories,milan,1975
964,arnoldo mondadori editore,consumer services,publishing,segrate,1907
965,artemide,consumer goods,furnishings,pregnana milanese,1960
966,assicurazioni generali,financials,full line insurance,trieste,1831
967,atala,consumer goods,recreational products,monza,1921
968,autobianchi,consumer goods,automobiles,milan,1995
969,autogrill,consumer services,food retailers & wholesalers,rozzano,1947
970,avio,industrials,aerospace & defense,rome,1908
971,azimut yachts,industrials,shipbuilding,turin,1969
972,b engineering,consumer goods,automobiles,campogalliano,2000
973,b&b italia,consumer goods,furnishings,novedrate,1966
974,baldinini,consumer goods,footwear,san mauro pascoli,1910
975,banca carige,financials,banks,genoa,1483
976,banca monte dei paschi di siena,financials,banks,siena,1472
977,banca nazionale del lavoro,financials,banks,rome,1913
978,banca popolare di milano,financials,banks,milan,1865
979,banco popolare,financials,banks,verona,2007
980,bandini automobili,consumer goods,automobiles,forlì,1946
981,barilla group,consumer goods,food products,parma,1877
982,basso bikes,consumer goods,recreational products,san zenone degli ezzelini,1977
983,benelli armi spa,industrials,defense,urbino,1967
984,benelli,consumer goods,automobiles,pesaro,1911
985,benetti,industrials,shipbuilding,viareggio,1873
986,benetton group,consumer goods,clothing & accessories,ponzano veneto,1965
987,bennet,consumer services,food retailers & wholesalers,montano lucino,1964
988,beretta,industrials,defense,brescia,1526
989,bertolli,consumer goods,food products,lucca,1865
990,beta,consumer goods,automobiles,rignano sull'arno,1904
991,bettanin & venturi,consumer goods,footwear,vigasio,1994
992,bianchi,consumer goods,recreational products,milan,1885
993,bimota,consumer goods,automobiles,rimini,1973
994,birel,consumer goods,automobiles,lissone,1958
995,birra amarcord,consumer goods,brewers,rimini,1997
996,birra ichnusa,consumer goods,brewers,assemini,1912
997,birra menabrea,consumer goods,brewers,biella,1846
998,birra moretti,consumer goods,brewers,udine,1859
999,birrificio angelo poretti,consumer goods,brewers,induno olona,1877
1000,bizzarrini,consumer goods,automobiles,livorno,1964
1001,blue panorama airlines,consumer services,airlines,fiumicino,1998
1002,blufin,consumer goods,clothing & accessories,carpi,1977
1003,bompiani,consumer services,publishing,milan,1929
1004,bontempi,consumer goods,recreational products,potenza picena,1937
1005,bontoni,consumer goods,footwear,montegranaro,2004
1006,borrani,consumer goods,tires,milan,1922
1007,borsalino,consumer goods,clothing & accessories,alessandria,1857
1008,bottecchia,consumer goods,recreational products,cavarzere,1924
1009,bottega veneta,consumer goods,clothing & accessories,vicenza,1966
1010,b-p battioni e pagani s.p.a.,industrials,commercial vehicles & trucks,parma,1959
1011,braccialini,consumer goods,clothing & accessories,florence,1954
1012,bracco group,health care,pharmaceuticals,milan,1927
1013,breda,industrials,industrial engineering,brescia,1886
1014,brembo,consumer goods,auto parts,stezzano,1961
1015,brioni,consumer goods,clothing & accessories,rome,1945
1016,brionvega,consumer goods,consumer electronics,pordenone,1945
1017,brondi,consumer goods,consumer electronics,turin,1935
1018,brunello cucinelli,consumer goods,clothing & accessories,perugia,1978
1019,bruno magli,consumer goods,footwear,bologna,1936
1020,buitoni,consumer goods,food products,sansepolcro,1827
1021,bulgari,consumer goods,clothing & accessories,rome,1884
1022,buzzi unicem,industrials,building materials & fixtures,casale monferrato,1999
1023,c.a.i. second,consumer services,airlines,fiumicino,2006
1024,cagiva,consumer goods,automobiles,varese,1978
1025,caltagirone editore,consumer services,publishing,rome,1999
1026,calzaturificio fratelli soldini,consumer goods,footwear,capolona,1945
1027,cambiocasa,financials,real estate holding & development,milan,1995
1028,campagnolo,consumer goods,recreational products,vicenza,1933
1029,campari group,consumer goods,beverages,milan,1860
1030,canali,consumer goods,clothing & accessories,sovico,1934
1031,candy,consumer goods,durable household products,brugherio,1945
1032,caraceni,consumer goods,clothing & accessories,rome,1913
1033,carpigiani,consumer goods,durable household products,bologna,1944
1034,carrera sunglasses,consumer goods,clothing & accessories,padua,1956
1035,carrozzeria boneschi,industrials,commercial vehicles & trucks,milan,1919
1036,carrozzeria castagna,industrials,commercial vehicles & trucks,milan,1849
1037,carrozzeria ghia,industrials,commercial vehicles & trucks,turin,1916
1038,carrozzeria marazzi,industrials,commercial vehicles & trucks,milan,1967
1039,carrozzeria scaglietti,industrials,commercial vehicles & trucks,modena,1951
1040,carrozzeria touring,industrials,commercial vehicles & trucks,milan,1926
1041,casa ricordi,consumer services,publishing,milan,1808
1042,cassina s.p.a.,consumer goods,furnishings,meda,1927
1043,castagnari,consumer goods,recreational products,recanati,1914
1044,chicco,consumer goods,toys,como,1958
1045,chiesi farmaceutici s.p.a.,health care,pharmaceuticals,parma,1935
1046,cinelli,consumer goods,recreational products,milan,1948
1047,cinzano,consumer goods,distillers & vintners,turin,1757
1048,cirio,consumer goods,food products,san lazzaro di savena,1856
