,Name,Industry,Sector,Headquarters,Founded
457,Komerční banka Bratislava,Financials,Banks,Bratislava,1995
458,Matador,Consumer goods,Tires,Púchov,1947
459,"OFZ, a.s., Istebné",Basic materials,Iron & steel,Istebné,1999
460,Orange Slovensko,Telecommunications,Mobile telecommunications,Bratislava,1997
461,Penta Investments,Financials,Investment services,Bratislava,1994
462,Poštová banka,Financials,Banks,Bratislava,1992
463,Šariš Brewery,Consumer goods,Brewers,Veľký Šariš,1964
464,Slovak Airlines,Consumer services,Airlines,Bratislava,1995
465,Slovak Telekom,Telecommunications,Fixed line telecommunications,Bratislava,1999
466,Slovalco,Basic materials,Aluminum,Žiar nad Hronom,1993
467,Slovart Music,Consumer services,Broadcasting & entertainment,Bratislava,1993
468,Slovenská pošta,Industrials,Delivery services,Banská Bystrica,1993
469,Slovenská sporiteľňa,Financials,Banks,Bratislava,1819
470,Slovenské elektrárne,Utilities,Conventional electricity,Bratislava,1942
471,Slovenský plynárenský priemysel,Oil & gas,Exploration & production,Bratislava,2006
472,Slovnaft,Oil & gas,Exploration & production,Bratislava,1949
473,Sygic,Technology,Software,Bratislava,2004
474,Tatra banka,Financials,Banks,Bratislava,1990
475,O2 Slovakia,Telecommunications,Mobile telecommunications,Bratislava,2006
476,Topvar,Consumer goods,Brewers,Veľký Šariš,1957
477,Transpetrol AS,Oil & gas,Pipelines,Bratislava,1954
478,U.S. Steel Košice,Basic materials,Iron & steel,Košice,2000
479,Vagónka,Industrials,Commercial vehicles & trucks,Trebišov,1922
480,Železničná spoločnosť Slovensko,Industrials,Railroads,Bratislava,2004
481,Zlatý Bažant,Consumer goods,Brewers,Hurbanovo,1969
482,Adevărul Holding,Consumer services,Publishing,Bucharest,2008
483,Angst,Consumer services,Food retailers & wholesalers,Buftea,1990
484,Antibiotice Iași,Health care,Pharmaceuticals,Iași,1955
485,Apulum,Consumer goods,Durable household products,Alba Iulia,1970
486,Arctic S.A.,Consumer goods,Durable household products,Găești,1968
487,Automobile Dacia,Consumer goods,Automobiles,Mioveni,1966
488,Banca Comercială Română,Financials,Banks,Bucharest,1990
489,Banca Transilvania,Financials,Banks,Cluj-Napoca,1993
490,Blue Air,Consumer services,Airlines,Bucharest,2004
491,BRD – Groupe Société Générale,Financials,Banks,Bucharest,1923
492,Căile Ferate Române,Industrials,Railroads,Bucharest,1880
493,Continental Hotels,Consumer services,Hotels,Bucharest,1991
494,Dedeman,Consumer services,Retail services,Bacău,1992
495,European Drinks & Foods,Consumer goods,Food products,Ștei,1993
496,Farmec,Consumer goods,Personal products,Cluj-Napoca,1993
497,Ford Romania,Consumer goods,Automobiles,Craiova,1976
498,GeCAD Software,Technology,Software,Bucharest,1992
499,Grup Feroviar Român,Industrials,Railroads,Bucharest,2001
500,Intact Media Group,Consumer services,Media agencies,Bucharest,1991
501,Jolidon,Consumer goods,Clothing & accessories,Cluj-Napoca,1993
502,Mangalia shipyard,Industrials,Commercial vehicles & trucks,Mangalia,1997
503,Mega Image,Consumer services,Food retailers & wholesalers,Bucharest,1995
504,Metrorex,Consumer services,Travel & tourism,Bucharest,1976
505,Mobexpert,Consumer services,Specialty retailers,Bucharest,1993
506,Napolact,Consumer goods,Food products,Cluj-Napoca,1905
507,Orange Romania,Telecommunications,Mobile telecommunications,Bucharest,1997
508,Petrom,Oil & gas,Integrated oil & gas,Bucharest,1991
509,Petromidia Refinery,Oil & gas,Exploration & production,Năvodari,1974
510,Poșta Română,Industrials,Delivery services,Bucharest,1862
511,Raiffeisen Romania,Financials,Banks,Bucharest,1998
512,RCS & RDS,Telecommunications,Fixed line telecommunications,Bucharest,1993
513,Realitatea-Cațavencu,Consumer services,Media agencies,Bucharest,2006
514,Regiotrans,Consumer services,Travel & tourism,Brașov,2005
515,Roman,Industrials,Commercial vehicles & trucks,Brașov,1921
516,Rompetrol,Oil & gas,Exploration & production,Bucharest,1974
517,Romstal,Industrials,Industrial suppliers,Bucharest,1994
518,Romtelecom,Telecommunications,Fixed line telecommunications,Bucharest,1989
519,SIVECO Romania,Technology,Software,Bucharest,1992
520,Softpedia,Technology,Software,Bucharest,2001
521,Softwin,Technology,Software,Bucharest,1990
522,TAROM,Consumer services,Airlines,Otopeni,1954
523,Tehnoton,Consumer goods,Consumer electronics,Iaşi,1972
524,Telekom Romania,Telecommunications,Fixed line telecommunications & mobile telecommunications,Bucharest,1991
525,Terapia Ranbaxy,Health care,Pharmaceuticals,Cluj-Napoca,1920
526,Țiriac Holdings,Conglomerates,-,Bucharest,1990
527,Transferoviar Grup,Industrials,Railroads,Cluj-Napoca,2003
528,Trilulilu,Technology,Internet,Cluj-Napoca,2007
529,Ubisoft Bucharest,Technology,Software,Bucharest,1992
530,UPC Romania,Telecommunications,Fixed line telecommunications,Bucharest,1992
531,Ursus Breweries,Consumer goods,Brewers,Bucharest,1878
532,UTI Holdings,Conglomerates,-,Bucharest,1990
533,Vodafone Romania,Telecommunications,Mobile telecommunications,Bucharest,1997
534,Zentiva,Health care,Pharmaceuticals,Bucharest,1962
535,Altri,Basic materials,Paper,Porto,2005
536,Ambar – Ideas on Paper S.A.,Industrials,Industrial suppliers,Porto,1939
537,Banco Comercial Português,Financials,Banks,Porto,1985
538,Bial,Health care,Pharmaceuticals,Trofa,1924
539,Caixa Geral de Depósitos,Financials,Banks,Lisbon,1876
540,Carris,Consumer services,Travel & tourism,Lisbon,1872
541,Central de Cervejas,Consumer goods,Brewers,Vila Franca de Xira,1934
542,Chipidea,Technology,Semiconductors,Oeiras,1997
543,Churchill's Port,Wine making,Port wine,Porto,1981
544,Ciberbit,Technology,Software,Coimbra,1995
545,Cimpor,Industrials,Building materials & fixtures,Lisbon,1976
546,CMS-Helmets,Consumer goods,Clothing & accessories,Anadia,1976
547,Cofina,Consumer services,Publishing,Porto,1856
548,Comboios de Portugal,Consumer services,Travel & tourism,Lisbon,1856
549,Conservas Ramirez,Consumer goods,Food products,Matosinhos,1853
550,Continente,Consumer services,Food retailers & wholesalers,Matosinhos,1985
551,Corticeira Amorim,Basic materials,Industrial suppliers,Santa Maria da Feira,1870
552,Critical Software,Technology,Software,Coimbra,1998
553,"CTT Correios de Portugal, S.A.",Industrials,Delivery services,Lisbon,1520
554,Delta Cafés,Consumer goods,Food products,Campo Maior,1961
555,EFACEC,Industrials,Electronic equipment,Matosinhos,1948
556,Energias de Portugal,Utilities,Conventional electricity,Lisbon,1976
557,Fábrica Nacional de Munições de Armas Ligeiras,Industrials,Defense,Lisbon,1947
558,Galp Energia,Utilities,Gas distribution,Lisbon,1999
559,Glintt,Technology,Software,Lisbon,2008
560,Grupo José de Mello,Conglomerates,-,Lisbon,1986
561,Iberomoldes,Industrials,General industries,Marinha Grande,1975
562,Impresa,Consumer services,Media,Oeiras,1972
563,Jerónimo Martins,Consumer services,Retail,Lisbon,1792
564,Lactogal,Consumer goods,Food & beverage,Porto,1996
565,Logoplaste,Industrials,Diversified industrials,Cascais,1976
566,Martifer,Industrials,Heavy construction,Oliveira de Frades,1990
567,Media Capital,Consumer services,Broadcasting & entertainment,Oeiras,1988
568,Medinfar,Health care,Pharmaceuticals,Lisbon,1970
569,MEO,Telecommunications,Mobile telecommunications,Lisbon,1991
570,Montepio,Financials,Banks,Lisbon,1840
571,Mota-Engil,Industrials,General industries,Porto,1946
572,Move Interactive,Technology,Software,Cascais,2008
573,NOS,Telecommunications,Fixed line telecommunications,Lisbon,1994
574,Novabase,Technology,Software,Lisbon,1989
575,Novo Banco,Financials,Banks,Lisbon,2014
576,Pingo Doce,Consumer services,Food retailers & wholesalers,Lisbon,1980
577,Porto Editora,Consumer services,Publishing,Porto,1944
578,Portugal Telecom,Telecommunications,Fixed line telecommunications,Lisbon,1994
579,Quidgest,Technology,Software,Lisbon,1988
580,Rádio e Televisão de Portugal,Consumer services,Broadcasting & entertainment,Lisbon,1935
581,Redes Energéticas Nacionais,Utilities,Conventional electricity,Lisbon,1994
582,Renova,Basic materials,Paper,Torres Novas,1939
583,SAPO,Telecommunications,Fixed line telecommunications,Lisbon,1995
584,Semapa,Industrials,Building materials & fixtures,Lisbon,1991
585,Simoldes,Industrials,Diversified industrials,Oliveira de Azeméis,1959
586,Soares da Costa,Industrials,Heavy construction,Porto,1918
587,SIC,Consumer services,Broadcasting & entertainment,Lisbon,1992
588,Sonae Indústria,Industrials,Diversified industrials,Maia,1959
589,Sonae,Conglomerates,-,Maia,1959
590,Sovena Group,Consumer goods,Farming & fishing,Oeiras,1956
591,Sumol + Compal,Consumer goods,Food products,Oeiras,2008
592,Tabaqueira,Consumer goods,Tobacco,Lisbon,1927
593,TAP Air Portugal,Consumer services,Airlines,Lisbon,1945
594,Televisão Independente,Consumer services,Broadcasting & entertainment,Oeiras,1993
595,The Navigator Company,Basic materials,Paper,Setúbal,2001
596,Tranquilidade,Financials,Full line insurance,Lisbon,1871
597,Tupam editores,Consumer services,Publishing,Lisbon,1977
598,UMM,Industrials,Diversified industrials,Lisbon,1977
599,Unicer Brewery,Consumer goods,Brewers,Matosinhos,1890
600,Uniplaces,Technology,Internet,Lisbon,2012
601,Visabeira,Conglomerates,-,Viseu,1980
602,Vista Alegre,Consumer goods,Durable household products,Ílhavo,1824
603,11 bit studios,Technology,Software,Warsaw,2010
604,Adamów Coal Mine,Basic materials,Coal,Turek,1979
605,Alior Bank,Financials,Banks,Warsaw,2008
606,Amica,Consumer goods,Durable household products,Wronki,1945
607,Asseco,Technology,Software,Rzeszów,1991
608,Bank Millennium,Financials,Banks,Warsaw,1989
609,Bank Pekao,Financials,Banks,Warsaw,1929
610,Bełchatów Coal Mine,Basic materials,Coal,Bełchatów,1955
611,Biedronka,Consumer services,Food retailers & wholesalers,Kostrzyn,1995
612,Bochnia Salt Mine,Basic materials,General mining,Bochnia,1248
613,Bogdanka Coal Mine,Basic materials,Coal,Lublin Voivodeship,1975
614,Brainly,Technology,Software,Kraków,2009
615,Browar Łomża,Consumer goods,Brewers,Łomża,1968
616,Carlsberg Polska,Consumer goods,Brewers,Warsaw,2004
617,CD Projekt,Technology,Software,Warsaw,1994
618,Comarch,Technology,Software,Kraków,1993
619,Elbrewery,Consumer goods,Brewers,Elbląg,1998
620,Elektrim,Industrials,Diversified industrials,Warsaw,1992
621,Enea SA,Utilities,Conventional Electricity,Poznań,2003
622,Ericpol,Technology,Software,Łódź,1991
623,Fablok,Industrials,Commercial vehicles & trucks,Chrzanów,1919
624,Fabryka Samochodów Małolitrażowych,Consumer goods,Automobiles,Bielsko-Biała,1948
625,Fabryka Samochodów Osobowych,Consumer goods,Automobiles,Warszawa,1948
626,FŁT-Kraśnik,Industrials,Diversified industrials,Kraśnik,1938
627,FASING S.A.,Industrials,Diversified industrials,Katowice,1913
628,Gaworzyce mine,Basic materials,Nonferrous metals,Gaworzyce,2004
629,Gaz-System,Utilities,Gas distribution,Warsaw,2004
630,Głogów Głęboki-Przemysłowy mine,Basic materials,Nonferrous metals,Polkowice,2004
631,Grupa Azoty,Chemical industry,Specialty chemicals,Tarnów,1927
632,Grupa Lotos,Oil & gas,Exploration & production,Gdańsk,2003
633,Gubin Coal Mine,Basic materials,Coal,Gubin,1955
634,Halemba Coal Mine,Basic materials,Coal,Ruda Śląska,1897
635,Hortex,Consumer goods,Food products,Warsaw,1958
636,ING Bank Śląski,Financials,Banks,Katowice,1988
637,ITI Group,Consumer services,Broadcasting & entertainment,Warsaw,1984
638,Jabłkowski Brothers,Consumer services,Retail,Warsaw,1884
639,JSW,Basic materials,Coal,Jastrzębie-Zdrój,1993
640,KGHM Polska Miedź,Basic materials,Nonferrous metals,Lubin,1961
641,Kino Polska,Consumer services,Broadcasting & entertainment,Warsaw,2003
642,Kłodawa Salt Mine,Basic materials,General mining,Kłodawa,1950
643,Kompania Piwowarska,Consumer goods,Brewers,Poznań,1999
644,Kompania Węglowa,Basic materials,Coal,Katowice,2003
645,Lech Browary Wielkopolski,Consumer goods,Brewers,Poznań,1975
646,Livechat Software,Technology,Software,Wrocław,2002
647,LOT Polish Airlines,Consumer services,Airlines,Warsaw,1929
648,LPP,Consumer services,Apparel retailers,Gdańsk,1991
649,Maspex,Food,Food concern,Wadowice,1990
650,Multikino,Consumer services,Recreational services,Warsaw,1998
651,Netia,Telecommunications,Fixed line telecommunications,Warsaw,1990
652,Okocim Brewery,Consumer goods,Brewers,Brzesko,1845
653,Optimus S.A.,Technology,Computer hardware,Warsaw,1988
654,Orange Polska,Telecommunications,Mobile telecommunications,Warsaw,1991
655,Pesa SA,Industrials,Commercial vehicles & trucks,Bydgoszcz,1851
656,PGNiG,Oil & gas,Exploration & production,Warsaw,1976
657,PKN Orlen,Oil & gas,Exploration & production,Płock,1999
658,Play,Telecommunications,Mobile telecommunications,Warsaw,2007
659,Plus,Telecommunications,Mobile telecommunications,Warsaw,1995
660,Poczta Polska,Consumer services,Delivery services,Warsaw,1558
661,Polcast Television,Consumer services,Broadcasting & entertainment,Warsaw,2006
662,Polish State Railways,Industrials,Railroads,Warsaw,1926
663,Polsat,Consumer services,Broadcasting & entertainment,Warsaw,1992
664,Polska Grupa Energetyczna,Utilities,Conventional electricity,Warsaw,1990
665,Polsteam,Industrials,Delivery services,Szczecin,1951
666,Powszechna Kasa Oszczędności Bank Polski,Financials,Banks,Warsaw,1948
667,Powszechny Zakład Ubezpieczeń,Financials,Full line insurance,Warsaw,1803
668,Pronar,Consumer goods,Machinery,Narew,1988
669,Przedsiębiorstwo Komunikacji Samochodowej,Consumer services,Travel & tourism,Białystok,1945
670,Przewozy Regionalne,Consumer services,Travel & tourism,Warsaw,2001
671,PSE (Polskie Sieci Elektroenergetyczne),Utilities,Conventional electricity,Konstancin-Jeziorna,2004
672,Pudliszki,Food Products,Fruit and vegetable processing,Pudliszki,1847
673,Qumak,Technology,Software,Warsaw,1985
674,Smyk Department Store,Consumer services,General retailers,Warszawa,2000
675,Solaris Bus & Coach,Industrials,Commercial vehicles & trucks,Bolechowo,2001
676,Tele-Fonika Kable,Industrials,Diversified industrials,Bydgoszcz,1920
677,Telewizja Polska,Consumer services,Broadcasting & entertainment,Warsaw,1952
678,T-Mobile Polska,Telecommunications,Mobile telecommunications,Warsaw,1996
679,TVN24,Consumer services,Broadcasting & entertainment,Warsaw,2001
680,TVN 7,Consumer services,Broadcasting & entertainment,Warsaw,2002
681,TVN Group,Consumer services,Broadcasting & entertainment,Warsaw,1995
682,Tymbark,Consumer goods,Soft drinks,Tymbark,1936
683,Van Pur,Consumer goods,Brewers,Rakszawa,1989
684,Wieliczka Salt Mine,Consumer services,Recreational services,Wieliczka,1252
685,Żabka,Consumer services,Food retailers & wholesalers,Poznań,1998
686,ZMT SA,Industrials,Defense,Tarnów,1917
687,Aalberts,Industrials,Electrical components & equipment,Utrecht,1981
688,Abellio,Transport,"Bus, ferry and train services",Utrecht,2001
689,ABN AMRO,Financials,Banks,Amsterdam,1991
690,Adyen,Financials,Payments industry,Amsterdam,2006
691,Accell Group,Consumer goods,Recreational products,Heerenveen,1998
692,Aegon N.V.,Financials,Life insurance,The Hague,1983
693,Ahold Delhaize,Consumer services,Food retailers & wholesalers,Zaandam,2016
694,AkzoNobel,Basic materials,Specialty chemicals,Amsterdam,1994
695,Amstel Brewery,Consumer goods,Brewers,Zoeterwoude,1870
696,APM Terminals,Industrials,Transportation services,The Hague,2001
697,Apollo Vredestein B.V.,Consumer goods,Automobiles parts,Amsterdam,1909
698,Arcadis,Industrials,Engineering,Amsterdam,1888
699,ASML Holding,Industrials,Industrial machinery,Veldhoven,1984
700,ASN Bank,Financials,Banks,The Hague,1960
701,Atradius,Financials,Non-life insurance,Amsterdam,1925
702,Australian Homemade,Consumer services,Restaurants & bars,Veenendaal,1979
703,AVEBE,Consumer goods,Food products,Veendam,1919
704,Bavaria Brewery,Consumer goods,Brewers,Lieshout,1680
705,Beter Bed,Consumer services,Specialty retailers,Uden,1981
706,Blendle,Technology,Internet,Utrecht,2013
707,Booking.com,Consumer services,Travel & tourism,Amsterdam,1996
708,Catawiki,Technology,Internet,Amsterdam,2008
709,Chipshol,Real Estate,Real Estate Investment and Services,Amsterdam,1986
710,CNH Global,Industrials,Commercial vehicles & trucks,Amsterdam,1999
711,Corendon Dutch Airlines,Consumer services,Airlines,Lijnden,2010
712,DAF Trucks,Consumer goods,Automobiles,Eindhoven,1993
713,Damen Group,Industrials,Industrial transportation & Defense,Gorinchem,1927
714,Dockwise,Industrials,Marine transportation,Breda,1993
715,Donkervoort,Consumer goods,Automobiles,Lelystad,1978
716,Douwe Egberts,Consumer goods,Soft drinks,Utrecht,1753
717,DSM,Health care,Pharmaceuticals,Heerlen,1902
718,eBuddy,Technology,Internet,Amsterdam,2003
719,Elsevier,Consumer services,Publishing,Amsterdam,1880
720,Endemol,Consumer services,Broadcasting & entertainment,Amsterdam,1994
721,Exact Software,Technology,Software,Delft,1984
722,Exor,Financials,Investment services,Amsterdam,1927
723,Feadship,Consumer goods,Recreational products,Haarlem,1949
724,FRABA,Industrials,Industrial Automation,Heerlen,1918
725,FrieslandCampina,Consumer goods,Food products,Amersfoort,2008
726,Fugro,Oil & gas,Exploration & production,Leidschendam,1962
727,General Logistics Systems,Industrials,Delivery services,Amsterdam,1999
728,Grolsch Brewery,Consumer goods,Brewers,Enschede,1615
729,Guerrilla Games,Technology,Software,Amsterdam,2000
730,G-Star Raw,Consumer goods,Apparel retailers,Amsterdam,1989
731,Heerema Marine Contractors,Oil & gas,Oil equipment & services,Leiden,1948
732,Heineken International,Consumer goods,Brewers,Amsterdam,1864
733,HEMA,Consumer goods,Variety,Amsterdam,1926
734,High-Logic,Technology,Software,De Bilt,1997
735,Hotels.nl,Consumer services,Travel & tourism,Groningen,2001
736,Hunkemöller,Consumer services,Apparel retailers,Hilversum,1886
737,Hunter Douglas,Industrials,Building,Rotterdam,1919
738,IKEA,Consumer services,Home improvement retailers,Leiden,1942
739,ING Group,Financials,Banks,Amsterdam,1991
740,Interxion,Technology,Datacentres,Schiphol-Rijk,1998
741,IPTP Networks,Telecommunications,Fixed line telecommunications,Amsterdam,1996
742,Jumbo,Consumer goods,Food retailers & wholesalers,Veghel,1921
743,Just Eat Takeaway,Technology,Consumer digital services,Amsterdam,2000
744,KLM,Consumer services,Airlines,Amstelveen,1919
745,KPMG,Industrials,Business support services,Amstelveen,1987
746,KPN,Telecommunications,Fixed line telecommunications,The Hague,1852
747,LandFighter,Consumer goods,Automobiles,Best,2011
748,LeasePlan,Consumer services,Rental and leasing services,Amsterdam,1963
749,Liander,Utilities,Conventional electricity,Arnhem,2008
750,Lucas Bols,Consumer goods,Distillers & vintners,Amsterdam,1575
751,Martinair,Consumer services,Airlines,Schiphol-Oost,1958
752,Nederlandse Spoorwegen,Industrials,Railroads,Utrecht,1938
753,Nipparts,Consumer goods,Auto parts,Amsterdam,1981
754,Nutricia,Consumer goods,Food products,Amsterdam,1896
755,Nuon Energy,Utilities,Multiutilities,Amsterdam,1995
756,NXP Semiconductors,Technology,Semiconductors,Eindhoven,1953
757,Océ,Technology,Electronic office equipment,Venlo,1877
758,Perfetti Van Melle,Consumer goods,Food products,Lainate,2001
759,Philips,Consumer goods,Consumer electronics,Eindhoven,1891
760,PostNL,Industrials,Delivery services,The Hague,1998
761,Prosus,Technology,Consumer digital services,Amsterdam,2019
762,Q-Park,Consumer services,Parking,Maastricht,1998
763,Rabobank,Financials,Banks,Utrecht,1972
764,Randstad Holding,Industrials,Business support services,Diemen,1960
765,Royal BAM Group,Industrials,Heavy construction,Bunnik,1869
766,Royal Boskalis Westminster,Industrials,Heavy construction,Papendrecht,1910
767,Royal Imtech N.V.,Industrials,Electrical components & equipment,Gouda,1860
768,Royal Schiphol Group,Industrials,Transportation services,Schiphol,1916
769,Royal Van Oord,Industrials,Heavy construction,Rotterdam,1868
770,SBM Offshore,Oil & gas,Oil equipment & services,Schiedam,1965
771,Serpent Model Racing Cars,Consumer goods,Recreational products,Heemstede,1980
772,SHV Holdings,Industrials,Diversified industrials,Utrecht,1896
773,SPAR,Consumer goods,Food retailers & wholesalers,Amsterdam,1932
774,Spyker Cars,Consumer goods,Automobiles,Zeewolde,1999
775,Stork B.V.,Industrials,Aerospace,Naarden,1868
776,Talpa Network,Consumer services,Broadcasting & entertainment,Hilversum,2004
777,Tele2 Netherlands,Telecommunications,Fixed line telecommunications,Amsterdam,1993
778,Telfort,Telecommunications,Mobile telecommunications,Alphen aan den Rijn,1997
779,Thales Nederland,Industrials,Defence & Electronics,Hengelo,1922
780,TMF Group,Industrials,Financial administration,Amsterdam,1988
781,TNT Express,Industrials,Delivery services,Hoofddorp,2011
782,TomTom,Technology,Software,Amsterdam,1991
783,Tony's Chocolonely,Consumer goods,Food products,Amsterdam,2005
784,Transavia,Consumer services,Airlines,Schiphol-Oost,1965
785,Triodos Bank,Financials,Banks,Zeist,1980
786,Trust,Technology,Computer hardware,Dordrecht,1981
787,TUI fly Netherlands,Consumer services,Airlines,Schiphol-Rijk,2005
788,Vanguard Dutch Marine,Consumer goods,Recreational products,Heerenveen,2008
789,VDL Bus & Coach,Industrials,Commercial vehicles & trucks,Valkenswaard,1993
790,VDL NedCar,Consumer goods,Automobile,Born,1967
791,Vedior,Industrials,Business training & employment agencies,Amsterdam,1998
792,VEON,Telecommunications,Mobile telecommunications,Amsterdam,2009
793,Verenigde Nederlandse Uitgeverijen,Consumer services,Publishing,Haarlem,1964
794,Vitol,Energy,"Oil, gas & coal",Rotterdam,1966
795,Vodafone Netherlands,Telecommunications,Mobile telecommunications,Maastricht,1995
796,VolkerWessels,Industrials,Heavy construction,Amersfoort,1854
797,Wavin,Industrials,Building materials & fixtures,Zwolle,1955
798,WE,Consumer goods,Apparel retailers,Utrecht,1917
799,Wercker,Technology,Software,Amsterdam,2011
800,Wolters Kluwer,Industrials,Business support services,Alphen aan den Rijn,1836
801,Zeeman,Consumer goods,Apparel retailers,Alphen aan den Rijn,1967
802,Air Malta,Consumer services,Airlines,Luqa,1973
803,APS Bank,Financials,Banks,Swatar,1910
804,Bank of Valletta,Financials,Banks,Santa Venera,1974
805,Central Bank of Malta,Financials,Banks,Valletta,1968
806,Emmanuel Delicata,Consumer goods,Distillers & vintners,Valletta,1907
807,GO,Telecommunications,Fixed line telecommunications,Marsa,1997
808,HSBC Bank Malta,Financials,Banks,Valletta,1882
809,Lombard Bank,Financials,Banks,Valletta,1969
810,MaltaPost,Industrials,Delivery services,Marsa,1998
811,Medavia,Consumer services,Airlines,Luqa,1978
812,Media.link Communications,Consumer services,Publishing,Pietà,UNKNOWN
813,Melita,Telecommunications,Fixed line telecommunications,Birkirkara,1992
814,Multilotto,Consumer services,Gambling,St Julian's,2012
815,One Productions,Consumer services,Broadcasting & entertainment,Marsa,1994
816,Simonds Farsons Cisk,Consumer goods,Brewers,Birkirkara,1928
817,Unibet,Consumer services,Gambling,Gżira,1997
818,Epic,Telecommunications,Mobile telecommunications,Luqa,1989
819,Advanzia Bank,Financials,Banks,Munsbach,2005
820,Arcelor,Basic materials,Iron & steel,Luxembourg City,2002
821,ArcelorMittal,Basic materials,Iron & steel,Luxembourg City,2006
822,Artec 3D,Technology,Technology Hardware & Equipment,Luxembourg City,2007
823,Banque de Luxembourg,Financials,Banks,Luxembourg City,1920
824,Banque et Caisse d'Épargne de l'État,Financials,Banks,Luxembourg City,1856
825,Banque Raiffeisen,Financials,Banks,Leudelange,1926
826,BGL BNP Paribas,Financials,Banks,Luxembourg City,1919
827,BIP Investment Partners,Financials,Investment services,Luxembourg City,2000
828,Brasserie Nationale,Consumer goods,Brewers,Bascharage,1975
829,Cactus,Consumer services,Food retailers & wholesalers,Bereldange,1900
830,Cargolux,Industrials,Delivery services,Sandweiler,1970
831,Creos Luxembourg,Utilities,Multiutilities,Strassen,2009
832,Central Bank of Luxembourg,Financials,Banks,Luxembourg City,1998
833,Centre Hospitalier de Luxembourg,Health care,Health care providers,Luxembourg City,1975
834,Ceratizit,Industrials,Diversified industrials,Mamer,2002
835,Cipriani S.A.,Consumer services,Restaurants & bars,Luxembourg City,1931
836,CVC Capital Partners,Financials,Asset managers,Luxembourg City,1981
837,Editpress,Consumer services,Publishing,Luxembourg City,1913
838,Foyer S.A.,Financials,Full line insurance,Luxembourg City,1922
839,General Mediterranean Holding,Conglomerates,-,Luxembourg City,1979
840,Genii Capital,Financials,Specialty finance,Howald,2008
841,Gold & Wood,Consumer goods,Personal products,Luxembourg City,1995
842,KBL European Private Bankers,Financials,Banks,Luxembourg City,1949
843,Kulczyk Investments,Financials,Investment services,Luxembourg City,2007
844,Lionair,Consumer services,Airlines,Luxembourg City,1988
845,Luvanis,Consumer goods,Clothing & accessories,Luxembourg City,2009
846,Luxair,Consumer services,Airlines,Sandweiler,1962
847,LuxAnimation,Consumer services,Broadcasting & entertainment,Doncols,2002
848,Luxembourg Stock Exchange,Financials,Investment services,Luxembourg City,1928
849,Luxempart,Financials,Investment services,Leudelange,1988
850,Melusine,Consumer services,Broadcasting & entertainment,Howald,1997
851,Mousel,Consumer goods,Brewers,Luxembourg City,1511
852,ORCO,Financials,Real estate holding & development,Capellen,1991
853,P&TLuxembourg,Telecommunications,Fixed line telecommunications,Luxembourg City,1992
854,Radio Luxembourg,Consumer services,Broadcasting & entertainment,Luxembourg City,1933
855,Regus,Industrials,Business support services,Luxembourg City,1989
856,Reinet Investments,Financials,Investment services,Luxembourg City,2008
857,Rotarex,Industrials,Industrial machinery,Lintgen,1922
858,RTL Group,Consumer services,Broadcasting & entertainment,Kirchberg,1920
859,Saint-Paul Luxembourg,Consumer services,Publishing,Luxembourg City,1848
860,SES S.A.,Telecommunications,Mobile telecommunications,Betzdorf,1985
861,Société Nationale de Crédit et d'Investissement,Financials,Banks,Luxembourg City,1978
862,Société Nationale des Chemins de Fer Luxembourgeois,Industrials,Railroads,Luxembourg City,1946
863,Strategic Airlines Luxembourg,Consumer services,Airlines,Luxembourg City,2010
864,Streamworks International,Consumer services,Broadcasting & entertainment,Luxembourg City,2006
865,Techniques d'Avant Garde,Consumer services,Airlines,Luxembourg City,1977
866,Utopia Group,Consumer services,Recreational services,Luxembourg City,2002
867,West Air Luxembourg,Industrials,Delivery services,Bertrange,2002
868,Achema,Basic materials,Specialty chemicals,Jonava,1962
869,Alita,Consumer goods,Brewers,Alytus,1963
870,Apranga,Consumer services,Apparel retailers,Vilnius,1993
871,Aurela,Consumer services,Airlines,Vilnius,1996
872,Avia Solutions Group,Industrials,Transportation services,Vilnius,2010
873,AviaAM Leasing,Industrials,Transportation services,Vilnius,2007
874,Aviavilsa,Industrials,Delivery services,Vilnius,1999
875,Avion Express,Consumer services,Airlines,Vilnius,2005
876,Baltija Shipbuilding Yard,Industrials,Commercial vehicles & trucks,Klaipėda,1952
877,Baltik vairas,Consumer goods,Recreational products,Šiauliai,1993
878,Čili,Consumer services,Restaurants & bars,Vilnius,1997
879,DOT LT,Consumer services,Airlines,Karmėlava,2003
880,Dvarčionių keramika,Industrials,Building materials & fixtures,Vilnius,1888
881,Ekspla,Industrials,Electronic equipment,Vilnius,1983
882,Gubernija,Consumer goods,Brewers,Šiauliai,1665
883,Kalnapilis,Consumer goods,Brewers,Panevėžys,1902
884,Lietuvos Dujos,Utilities,Gas distribution,Vilnius,1961
885,Lietuvos Energija,Utilities,Conventional electricity,Vilnius,1997
886,Lietuvos paštas,Consumer services,Delivery services,Vilnius,1918
887,Maxima Group,Consumer services,Broadline retailers,Vilnius,1992
888,Small Planet Airlines,Consumer services,Airlines,Vilnius,2007
889,Stumbras,Consumer goods,Distillers & vintners,Kaunas,1906
890,Tauras,Consumer goods,Brewers,Vilnius,1860
891,Teo LT,Telecommunications,Fixed line telecommunications,Vilnius,1992
892,Ūkio bankas,Financials,Banks,Kaunas,1989
