_id,ltable_ID,rtable_ID,ltable_name,ltable_country,ltable_headquarters,ltable_address,ltable_founded,ltable_employees,ltable_market_cap,ltable_revenue,ltable_profit,ltable_industry,ltable_sector,ltable_categories,ltable_ceo,rtable_name,rtable_country,rtable_headquarters,rtable_address,rtable_founded,rtable_employees,rtable_market_cap,rtable_revenue,rtable_profit,rtable_industry,rtable_sector,rtable_categories,rtable_ceo
2527,147054,64837,xpeng motors,china,,,,,doll_40.18 b,,doll_-708.0 m,,,,;,xpeng,,,,,13.955,doll_8.55 b,doll_4.58 b,-doll_1.2 b,,,,;
2803,14168,70621,xcel energy,united states,,,,,doll_37.83 b,,,,,,;,xcel energy inc.,united states,,,,,doll_39.76 b,,,utilities—regulated electric,utilities,,;
3131,70621,74581,xcel energy inc.,united states,,,,,doll_39.76 b,,,utilities—regulated electric,utilities,,;,xcel energy inc.,united states,,,,,doll_39.76 b,,,,utilities,,;
3317,93583,93583,xinjiang daqo new energy,china,,,,,doll_16.01 b,doll_2.68 b,doll_1.47 b,,,,;,xinjiang daqo new energy,china,,,,,doll_16.01 b,doll_2.68 b,doll_1.47 b,,,,;
3511,94162,94162,xiamen xinde,china,,,,,doll_501 m,doll_16.82 b,doll_-23.8 m,,,,;,xiamen xinde,china,,,,,doll_501 m,doll_16.82 b,doll_-23.8 m,,,,;
3607,139776,94899,xiamen c&d,china,,,,,doll_3.39 m,,,,,,;,xiamen c&d,china,,,,,doll_6.02 b,doll_109.61 b,,,,,;
3621,150456,94899,xiamen c&d,china,,,,,doll_4.19 b,,doll_887.0 m,,,,;,xiamen c&d,china,,,,,doll_6.02 b,doll_109.61 b,,,,,;
3746,103127,99769,xplort,uk,,,,5.0,,doll_2.25 m,,,interiors,,;,xplort,uk,,,,5.0,,doll_2.25 m,,,interiors,,;
4091,184581,124659,xiaomi,,haidian district,,0.0,,,,,consumer electronics computer hardware,,,;,xiaomi careers,,,,2010.0,,,,,internet,,,;
4194,152809,134451,xinjiang tianye,china,,,,,doll_2.16 b,,0.0,,,,;,xinjiang tianfu energy,china,,,,,,,,utilities,,,;
4482,94162,139357,xiamen xinde,china,,,,,doll_501 m,doll_16.82 b,doll_-23.8 m,,,,;,xiamen tungsten,china,,,,,doll_6.11 m,,,,,,;
4488,140934,139357,xiamen kingdomway group company,china,,,,,doll_2.86 m,,,,,,;,xiamen tungsten,china,,,,,doll_6.11 m,,,,,,;
4506,154605,139357,xiamen jihong technology,china,,,,,doll_1.42 b,,doll_33.0 m,,,,;,xiamen tungsten,china,,,,,doll_6.11 m,,,,,,;
4667,12126,140295,xingyun group,china,,,2015.0,,,,,e-commerce & direct-to-consumer,,,;,xinfengming group,china,,,,,doll_3.94 m,,,,,,;
5001,143272,142129,xinjiang xintai natural gas,china,,,,,doll_1.42 m,,,,,,;,xinjiang tianye,china,,,,,doll_2.53 m,,,,,,;
5357,138454,145127,xiamen faratronic,china,,,,,doll_5.41 m,,,,,,;,xiamen hongxin electron-tech,china,,,,,doll_1.42 m,,,,,,;
5358,139357,145127,xiamen tungsten,china,,,,,doll_6.11 m,,,,,,;,xiamen hongxin electron-tech,china,,,,,doll_1.42 m,,,,,,;
5419,152117,145137,xinte energy,china,,,,,doll_2.63 b,,0.0,,,,;,xinjiang tianfu energy,china,,,,,doll_1.22 m,,,,,,;
5782,140312,148041,xinyi energy holdings,china,,,,,doll_4.23 m,,,,,,;,xinyi solar holdings,china,,,,,doll_13.72 b,,doll_628.0 m,,,,;
5936,152932,150037,xiamen meiya pico information,china,,,,,doll_2.11 b,,doll_45.0 m,,,,;,xiamen tungsten,china,,,,,doll_4.87 b,,doll_172.0 m,,,,;
6061,140074,150754,xinjiang zhongtai chemical,china,,,,,doll_5.2 m,,,,,,;,xinjiang zhongtai chemical,china,,,,,doll_3.86 b,,doll_393.0 m,,,,;
6172,145760,151046,xiandai investment,china,,,,,doll_0.96 m,,,,,,;,xi'an international medical investment company,china,,,,,doll_3.56 b,,doll_-120.0 m,,,,;
6287,94162,151652,xiamen xinde,china,,,,,doll_501 m,doll_16.82 b,doll_-23.8 m,,,,;,xiamen xiangyu,china,,,,,doll_2.98 b,,doll_314.0 m,,,,;
6446,156360,152809,xinjiang machinery research institute,china,,,,,doll_1.04 b,,0.0,,,,;,xinjiang tianye,china,,,,,doll_2.16 b,,0.0,,,,;
6717,150754,155304,xinjiang zhongtai chemical,china,,,,,doll_3.86 b,,doll_393.0 m,,,,;,xinjiang communications construction group,china,,,,,doll_1.28 b,,0.0,,,,;
6846,147555,155817,xinjiang tianshan cement,china,,,,,doll_20.96 b,,doll_1.97 b,,,,;,xinjiang tianfu energy,china,,,,,doll_1.16 b,,0.0,,,,;
7000,141568,156798,xiamen itg group,china,,,,,doll_2.56 m,,,,,,;,xiamen changelight,china,,,,,doll_972.0 m,,0.0,,,,;
