,name,annual_revenue_usd,annual_net_income_usd,market_capitalization_2022,employees_number,ceo,headquarters_country,wikipedia_page_url,twitter_page_url,facebook_page_url
1591,COAL INDIA,12575000000,2173000000,12968000000,272445,,India,https://en.wikipedia.org/wiki/Coal_India,https://twitter.com/coalindiahq,https://www.facebook.com/coalindiaHQ/
1592,REGENCY CENTERS CORPORATION,1166000000,361000000,12968000000,432,,USA,https://en.wikipedia.org/wiki/Regency_Centers,,
"1593,""CNGR ADVANCED MATERIAL CO.,LTD."",3151000000,147000000,12955000000,,,China,,,"
1594,QBE INSURANCE GROUP,17261000000,750000000,12923000000,11697,,Australia,https://en.wikipedia.org/wiki/QBE_Insurance,https://twitter.com/qbe,
1595,TRATON SE,30611000000,457000000,12896000000,82600,,Germany,https://en.wikipedia.org/wiki/Traton,,
1596,CHINA RESOURCES GAS GROUP,9966000000,815000000,12875000000,48570,,Hong Kong,https://en.wikipedia.org/wiki/China_Resources_Gas,,
1597,METRO INC,14496000000,653000000,12876000000,90000,,Canada,https://en.wikipedia.org/wiki/Metro_Inc.,,
1598,LEIDOS HOLDINGS,13737000000,753000000,12842000000,43000,,USA,https://en.wikipedia.org/wiki/Leidos,,
"1599,""HASHICORP, INC."",320000000,-290000000,12839000000,1650,,USA,https://en.wikipedia.org/wiki/HashiCorp,,"
1600,ARES MANAGEMENT CORPORATION,4212000000,368000000,12833000000,2100,,USA,https://en.wikipedia.org/wiki/Ares_Management,,
1601,SANTANDER CONSUMER USA HOLDINGS,8108000000,911000000,12808000000,5576,,USA,,,
1602,ELANCO ANIMAL HEALTH,4765000000,-472000000,12797000000,10200,,USA,https://en.wikipedia.org/wiki/Elanco,https://twitter.com/elanco,https://www.facebook.com/elancoanimalhealth/
1603,FSN E-COMMERCE VENTURES LIMITED (NYKAA),472000000,5000000,12800000000,,,India,,,
1604,TARGA RESOURCES,16949000000,-16000000,12802000000,2430,,USA,https://en.wikipedia.org/wiki/Targa_Resources,,
1605,SVENSKA CELLULOSA AKTIEBOLAGET SCA (PUBL),1976000000,641000000,12777000000,4253,,Sweden,,,
1606,TAIWAN COOPERATIVE FINANCIAL HOLDING,1809000000,684000000,12777000000,9527,,Taiwan,,,
1607,GODADDY,3815000000,242000000,12768000000,6611,,USA,https://en.wikipedia.org/wiki/GoDaddy,https://twitter.com/godaddy,
1608,RANDSTAD,27148000000,846000000,12763000000,34680,,Netherlands,https://en.wikipedia.org/wiki/Randstad_Holding,,
1609,ALMARAI COMPANY,4226000000,417000000,12749000000,36869,,Saudi Arabia,https://en.wikipedia.org/wiki/Almarai,,
1610,HITACHI HIGH-TECHNOLOGIES CORPORATION,6388000000,401000000,,,,Japan,,,
1611,SWEDISH MATCH AB (PUBL),1941000000,653000000,12748000000,6735,,Sweden,https://en.wikipedia.org/wiki/Swedish_Match,https://twitter.com/swedish_match?lang=en,
1612,FASTIGHETS AB BALDER (PUBL),940000000,1943000000,12743000000,784,,Sweden,,,
1613,COMERICA,2953000000,1140000000,12731000000,7611,,USA,https://en.wikipedia.org/wiki/Comerica,https://twitter.com/comericabank,https://www.facebook.com/comerica/
1614,SIAM MAKRO PUBLIC COMPANY,7887000000,395000000,12727000000,,,Thailand,,,
1615,RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA,1580000000,385000000,12714000000,4362,,Italy,,,
1616,MASRAF AL RAYAN (Q.P.S.C.),883000000,472000000,12712000000,,,Qatar,,,
1617,CHAOZHOU THREE-CIRCLE (GROUP),905000000,292000000,12703000000,,,China,,,
1618,BUNZL,13463000000,579000000,12678000000,19853,,UK,https://en.wikipedia.org/wiki/Bunzl,,
1619,CNA FINANCIAL CORPORATION,11908000000,1202000000,12683000000,5600,,USA,https://en.wikipedia.org/wiki/CNA_Financial,https://twitter.com/cna_insurance,
1620,REECE,5299000000,271000000,12676000000,8000,,Australia,https://en.wikipedia.org/wiki/Reece_Group,,
1621,CHINA RESOURCES MICROELECTRONICS LIMITED,1179000000,289000000,12668000000,9060,,Hong Kong,,,
1622,COGNEX CORPORATION,1037000000,279000000,12638000000,2257,,USA,https://en.wikipedia.org/wiki/Cognex_Corporation,https://twitter.com/cognex_corp,https://www.facebook.com/cognexcorp/
1623,FISHER & PAYKEL HEALTHCARE CORPORATION,1012000000,232000000,12637000000,5081,,New Zealand,https://en.wikipedia.org/wiki/Fisher_%26_Paykel_Healthcare,,
1624,COVESTRO AG,17525000000,1781000000,12615000000,17883,,Germany,https://en.wikipedia.org/wiki/Covestro,,
1625,SCHRODERS,3873000000,816000000,12609000000,5500,,UK,https://en.wikipedia.org/wiki/Schroders,,
1626,ASX,18835000000,1988000000,12604000000,720,,Australia,https://en.wikipedia.org/wiki/Australian_Securities_Exchange,https://twitter.com/asx,
1627,AVEVA GROUP,1396000000,-73000000,12576000000,6250,,UK,https://en.wikipedia.org/wiki/Aveva,https://twitter.com/avevagroup,https://www.facebook.com/avevasolutions/
1628,KESKO OYJ,12453000000,629000000,12580000000,17650,,Finland,https://en.wikipedia.org/wiki/Kesko,,
1629,INTERCONTINENTAL HOTELS GROUP,2907000000,266000000,12579000000,350000,,UK,https://en.wikipedia.org/wiki/InterContinental_Hotels_Group,,
1630,JACK HENRY & ASSOCIATES,1942000000,362000000,12568000000,6714,,USA,https://en.wikipedia.org/wiki/Jack_Henry_%26_Associates,https://twitter.com/jackhenryassoc,https://www.facebook.com/JackHenryAssociates/
1631,SIAM COMMERCIAL BANK PUBLIC COMPANY,,1057000000,12569000000,24000,,Thailand,https://en.wikipedia.org/wiki/Siam_Commercial_Bank,,
1632,ADMIRAL GROUP,2029000000,1305000000,12546000000,11445,,UK,https://en.wikipedia.org/wiki/Admiral_Group,https://twitter.com/admiralgroup,
1633,OPEN TEXT CORPORATION,3493000000,397000000,12533000000,14300,,Canada,https://en.wikipedia.org/wiki/OpenText,https://twitter.com/opentext,
1634,TENAGA NASIONAL BERHAD,12425000000,864000000,12533000000,35576,,Malaysia,https://en.wikipedia.org/wiki/Tenaga_Nasional,,
1635,LIBERTY PROPERTY TRUST,,-266000000,,,,USA,https://en.wikipedia.org/wiki/Liberty_Property_Trust,,https://www.facebook.com/LibPropTrust/
1636,CHINA RESOURCES POWER HOLDINGS COMPANY,11447000000,262000000,12519000000,29827,,Hong Kong,,,
1637,CARLISLE COMPANIES,4810000000,421000000,12489000000,11000,,USA,https://en.wikipedia.org/wiki/Carlisle_Companies,,
1638,AMERICAN AIRLINES GROUP,29882000000,-1993000000,12484000000,119800,,USA,https://en.wikipedia.org/wiki/American_Airlines_Group,,
1639,MONDI,8511000000,833000000,12465000000,26000,,UK,https://en.wikipedia.org/wiki/Mondi,https://twitter.com/mondigroup,https://www.facebook.com/mondigroup/
1640,VAIL RESORTS,1909000000,127000000,12474000000,6100,,USA,https://en.wikipedia.org/wiki/Vail_Resorts,,
1641,EMERA,4571000000,444000000,12469000000,7418,,Canada,https://en.wikipedia.org/wiki/Emera,,
1642,SOLVAY SA,12601000000,1045000000,12455000000,,,Belgium,https://en.wikipedia.org/wiki/Solvay_S.A.,,
1643,UMICORE SA,26508000000,682000000,12455000000,,,Belgium,https://en.wikipedia.org/wiki/Umicore,,
1644,CAPITALAND COMMERCIAL TRUST,551000000,259000000,,,,Singapore,,,
1645,EENOS HOLDINGS,79696000000,3919000000,12455000000,40983,,Japan,https://en.wikipedia.org/wiki/JXTG_Holdings,,
1646,INPEX CORPORATION,9850000000,1766000000,12463000000,3163,,Japan,https://en.wikipedia.org/wiki/Inpex,,
1647,YASKAWA ELECTRIC CORPORATION,3792000000,304000000,12446000000,15179,,Japan,https://en.wikipedia.org/wiki/Yaskawa_Electric_Corporation,,
1648,TALANX AG,43116000000,1011000000,12435000000,23527,,Germany,https://en.wikipedia.org/wiki/Talanx,,
1649,SHANGHAI BAOSIGHT SOFTWARE,1846000000,285000000,12417000000,,,China,,,
1650,WESTERN ALLIANCE BANCORPORATION,1822000000,895000000,12424000000,1915,,USA,,,
1651,STEEL DYNAMICS,18408000000,3214000000,12365000000,10640,,USA,https://en.wikipedia.org/wiki/Steel_Dynamics,,
1652,NEC CORPORATION,21994000000,1031000000,12359000000,114714,,Japan,https://en.wikipedia.org/wiki/NEC,,
1653,WESTROCK COMPANY,18746000000,838000000,12349000000,49900,,USA,https://en.wikipedia.org/wiki/WestRock,https://twitter.com/westrock,https://www.facebook.com/westrockco/
1654,AGNICO EAGLE MINES,3823000000,543000000,12333000000,11421,,Canada,https://en.wikipedia.org/wiki/Agnico_Eagle_Mines_Limited,,
1655,DENTSPLY SIRONA,4251000000,421000000,12329000000,15000,,USA,https://en.wikipedia.org/wiki/Dentsply_Sirona,,
1656,QATAR ISLAMIC BANK (Q.P.S.C.),1620000000,922000000,12326000000,1179,,Qatar,https://en.wikipedia.org/wiki/Qatar_Islamic_Bank,,
1657,INTERTEK GROUP,3647000000,377000000,12318000000,43800,,UK,https://en.wikipedia.org/wiki/Intertek,https://twitter.com/intertekespanol,https://www.facebook.com/intertek/
1658,EAST WEST BANCORP,1801000000,872000000,12319000000,3100,,USA,https://en.wikipedia.org/wiki/East_West_Bancorp,,
1659,BANK OF HANGZHOU,4285000000,1361000000,12313000000,7914,,China,,,
1660,NEMETSCHEK SE,681000000,134000000,12312000000,3300,,Germany,https://en.wikipedia.org/wiki/Nemetschek,,
1661,BLACK KNIGHT,1475000000,207000000,12291000000,6400,,USA,https://en.wikipedia.org/wiki/Black_Knight_(company),https://twitter.com/black_knightinc,https://www.facebook.com/BlackKnightInc/
1662,MOWI ASA,4631000000,563000000,12256000000,11684,,Norway,https://en.wikipedia.org/wiki/Mowi,,
1663,ST. JAMES'S PLACE,23498000000,374000000,12264000000,2014,,UK,https://en.wikipedia.org/wiki/St._James's_Place_plc,https://twitter.com/sjpwealth,https://www.facebook.com/sjpwealth/
1664,ROBERT HALF INTERNATIONAL,6461000000,598000000,12246000000,14600,,USA,https://en.wikipedia.org/wiki/Robert_Half_International,https://twitter.com/roberthalf_dach,https://www.facebook.com/roberthalf
1665,THAI BEVERAGE,7144000000,732000000,12230000000,,,Thailand,https://en.wikipedia.org/wiki/ThaiBev,,
1666,SHANDONG GOLD MINING,5326000000,-35000000,12169000000,,,China,https://en.wikipedia.org/wiki/Shandong_Gold_Group,,
1667,ENEL AMERICAS,16192000000,740000000,12164000000,16731,,Chile,https://en.wikipedia.org/wiki/Enel_Am%C3%A9ricas,,
1668,EVRAZ,13486000000,3034000000,12136000000,69619,,UK,https://en.wikipedia.org/wiki/Evraz,,
1669,HOTAI MOTOR,7557000000,556000000,12140000000,23500,,Taiwan,https://en.wikipedia.org/wiki/Hotai_Motor,,
1670,PERSIMMON,4725000000,1030000000,12121000000,5000,,UK,https://en.wikipedia.org/wiki/Persimmon_plc,,
1671,B3 - BRASIL BOLSA BALCAO,1930000000,1004000000,12110000000,2135,,Brazil,https://en.wikipedia.org/wiki/B3_(stock_exchange),,
1672,EDENRED SA,1793000000,345000000,12103000000,10000,,France,https://en.wikipedia.org/wiki/Edenred,https://twitter.com/Edenred,
1673,FLOOR & DECOR HOLDINGS,3433000000,283000000,12096000000,10566,,USA,https://en.wikipedia.org/wiki/Floor_%26_Decor,,
1674,GJENSIDIGE FORSIKRING ASA,3661000000,800000000,12078000000,3700,,Norway,https://en.wikipedia.org/wiki/Gjensidige,,
1675,DEMANT A/S,2726000000,372000000,12074000000,15000,,Denmark,https://en.wikipedia.org/wiki/Demant,,
1676,BENTLEY SYSTEMS INC,965000000,93000000,12056000000,4500,,USA,,,
1677,BRITANNIA INDUSTRIES,1745000000,191000000,12047000000,4480,,India,https://en.wikipedia.org/wiki/Britannia_Industries,https://twitter.com/britanniaindltd?lang=en,
1678,FAIR ISAAC CORPORATION,1316000000,392000000,12039000000,3650,,USA,https://en.wikipedia.org/wiki/FICO,,https://www.facebook.com/FICODecisions/
1679,LARGAN PRECISION,1610000000,640000000,12006000000,7659,,Taiwan,https://en.wikipedia.org/wiki/Largan_Precision,,
1680,FAMILYMART,4674000000,,,13955,,Japan,https://en.wikipedia.org/wiki/FamilyMart,,
1681,ZHUZHOU CRRC TIMES ELECTRIC,2373000000,317000000,11995000000,,,China,,,
1682,HAIDILAO INTERNATIONAL HOLDING,6453000000,-653000000,11976000000,102793,,China,https://en.wikipedia.org/wiki/Haidilao,,
1683,ZHEJIANG NHU COMPANY,2153000000,629000000,11980000000,,,China,,,
1684,MOHAWK INDUSTRIES,11200000000,1033000000,11958000000,42000,,USA,https://en.wikipedia.org/wiki/Mohawk_Industries,,
1685,CITRIX SYSTEMS,3217000000,307000000,11938000000,9700,,USA,https://en.wikipedia.org/wiki/Citrix_Systems,https://twitter.com/citrix,https://www.facebook.com/Citrix/
1686,RPM INTERNATIONAL,6707000000,487000000,11925000000,15490,,USA,https://en.wikipedia.org/wiki/RPM_International,,
1687,NEW HOPE LIUHE,18374000000,-1396000000,11924000000,70600,,China,,,
1688,ZENDESK,1338000000,-223000000,11907000000,5860,,USA,https://en.wikipedia.org/wiki/Zendesk,https://twitter.com/zendesk,https://www.facebook.com/zendesk
1689,ICA GRUPPEN AB (PUBL),15154000000,498000000,11908000000,24043,,Sweden,https://en.wikipedia.org/wiki/ICA_Gruppen,https://twitter.com/icagruppen?lang=en,
1690,HUAZHU GROUP,2007000000,-73000000,11901000000,23028,,China,,,
1691,HUADONG MEDICINE CO. LTD,5030000000,335000000,11897000000,1056,,China,,,
1692,ZHEJIANG JINGSHENG MECHANICAL & ELECTRICAL,867000000,249000000,11841000000,,,China,,,
1693,SPRINT CORPORATION,35000000,-25000000,11832000000,,,USA,https://en.wikipedia.org/wiki/Sprint_Corporation,,https://www.facebook.com/sprint
1694,ONO PHARMACEUTICAL,2637000000,588000000,11831000000,3560,,Japan,https://en.wikipedia.org/wiki/Ono_Pharmaceutical,,
1695,PANDORA A/S,3462000000,616000000,11812000000,22236,,Denmark,https://en.wikipedia.org/wiki/Pandora_(jewelry),,
1696,SENTINELONE,204000000,-271000000,11832000000,850,,USA,https://en.wikipedia.org/wiki/SentinelOne,,
1697,YEALINK NETWORK TECHNOLOGY,536000000,235000000,11806000000,,,China,,,
1698,AMC ENTERTAINMENT HOLDINGS,2527000000,-1269000000,11801000000,31198,,USA,https://en.wikipedia.org/wiki/AMC_Theatres,,
1699,LAMAR ADVERTISING COMPANY (REIT),1787000000,387000000,11784000000,3350,,USA,https://en.wikipedia.org/wiki/Lamar_Advertising_Company,https://twitter.com/lamarooh,https://www.facebook.com/lamaradvertising/
1700,CHINA NATIONAL BUILDING MATERIAL COMPANY,42957000000,2670000000,11767000000,155606,,China,https://en.wikipedia.org/wiki/China_National_Building_Material,,
1701,SUBWAY,,,,79175,,USA,https://en.wikipedia.org/wiki/Subway_(restaurant),,
1702,GFL ENVIRONMENTAL INC.,4381000000,-480000000,11769000000,15000,,Canada,https://en.wikipedia.org/wiki/GFL_Environmental,,
1703,AZRIELI GROUP LTD,686000000,897000000,11763000000,,,Israel,,,
1704,GUOXUAN HIGH-TECH,1507000000,15000000,11762000000,,,China,,,
1705,PELOTON INTERACTIVE,3582000000,-2816000000,11748000000,6743,,USA,https://en.wikipedia.org/wiki/Peloton_(company),https://twitter.com/onepeloton,https://www.facebook.com/onepeloton/
1706,IAC/INTERACTIVECORP,3699000000,577000000,11754000000,13200,,USA,https://en.wikipedia.org/wiki/IAC_(company),,
1707,TINGYI (CAYMAN ISLANDS) HOLDING,11628000000,597000000,11744000000,58182,,Taiwan,https://en.wikipedia.org/wiki/Tingyi_(Cayman_Islands)_Holding_Corporation,,
1708,SNAP-ON,4601000000,820000000,11726000000,12800,,USA,https://en.wikipedia.org/wiki/Snap-on,https://twitter.com/snapon_tools,https://www.facebook.com/snapontools/
1709,FIRST FINANCIAL HOLDING,2079000000,657000000,11733000000,9884,,Taiwan,,,
1710,SDIC POWER HOLDINGS,6357000000,354000000,11727000000,9374,,China,,,
1711,HELLOFRESH SE,6604000000,282000000,11707000000,4477,,Germany,,,
1712,SBI CARDS AND PAYMENT SERVICES LIMITED,1081000000,202000000,11714000000,,,India,https://en.wikipedia.org/wiki/SBI_Card,,
1713,BOOZ ALLEN HAMILTON HOLDING CORPORATION,8363000000,463000000,11704000000,27700,,USA,https://en.wikipedia.org/wiki/Booz_Allen_Hamilton,https://twitter.com/boozallen,https://www.facebook.com/boozallen/
1714,WANT WANT CHINA HOLDINGS,3490000000,611000000,11701000000,39132,,China,,,
1715,CHINA COAL ENERGY COMPANY,36278000000,2085000000,11687000000,44356,,China,,,
1716,TBEA,8931000000,1056000000,11683000000,,,China,,,
1717,AMERICAN FINANCIAL GROUP,6548000000,1995000000,11681000000,6600,,USA,https://en.wikipedia.org/wiki/American_Financial_Group,,
1718,CHINA FEIHE,3575000000,1078000000,11668000000,7385,,China,,,
1719,CLEVELAND-CLIFFS,20444000000,2988000000,11672000000,26000,,USA,,,
1720,ALCOA CORPORATION,12152000000,429000000,11670000000,12200,,USA,https://en.wikipedia.org/wiki/Alcoa,https://twitter.com/alcoa,https://www.facebook.com/alcoa/
1721,ADVANCED MICRO-FABRICATION EQUIPMENT CHINA,488000000,159000000,11656000000,,,China,,,
1722,WATSCO,6280000000,418000000,11661000000,6900,,USA,https://en.wikipedia.org/wiki/Watsco,,
1723,BORGWARNER,14838000000,537000000,11658000000,50000,,USA,https://en.wikipedia.org/wiki/BorgWarner,https://twitter.com/borgwarner,
1724,ANNALY CAPITAL MANAGEMENT,2974000000,2389000000,11615000000,171,,USA,https://en.wikipedia.org/wiki/Annaly_Capital_Management,,
1725,AKER BP ASA,5639000000,850000000,11615000000,1742,,Norway,https://en.wikipedia.org/wiki/Aker_BP,,
1726,UNIMICRON TECHNOLOGY CORPORATION,3585000000,453000000,11615000000,,,Taiwan,,,
1727,SAMSARA INC.,428000000,-355000000,11619000000,1490,,USA,https://en.wikipedia.org/wiki/Samsara_(company),,
1728,HUIZHOU DESAY SV AUTOMOTIVE,1393000000,121000000,11612000000,4506,,China,,,
1729,AB SKF (PUBL),8582000000,770000000,11604000000,42602,,Sweden,https://en.wikipedia.org/wiki/SKF,,
1730,MTU AERO ENGINES AG,4187000000,222000000,11584000000,10313,,Germany,https://en.wikipedia.org/wiki/MTU_Aero_Engines,,
1731,KOREA ELECTRIC POWER CORPORATION,47778000000,-4326000000,11568000000,48519,,South Korea,https://en.wikipedia.org/wiki/Korea_Electric_Power_Corporation,,
1732,CYRUSONE,1205000000,25000000,11572000000,456,,USA,https://en.wikipedia.org/wiki/CyrusOne,,
1733,NITTO DENKO CORPORATION,6228000000,709000000,11554000000,28289,,Japan,https://en.wikipedia.org/wiki/Nitto_Denko,,
1734,VIFOR PHARMA AG,1865000000,153000000,11546000000,2384,,Switzerland,https://en.wikipedia.org/wiki/Vifor_Pharma,,
1735,SUNTORY BEVERAGE & FOOD,10045000000,544000000,11537000000,24102,,Japan,https://en.wikipedia.org/wiki/Suntory,,
1736,GAMING AND LEISURE PROPERTIES,1216000000,533000000,11525000000,17,,USA,https://en.wikipedia.org/wiki/Gaming_and_Leisure_Properties,,
1737,BHARAT PETROLEUM CORPORATION,43258000000,1462000000,11518000000,12157,,India,https://en.wikipedia.org/wiki/Bharat_Petroleum,https://twitter.com/bpclimited,https://www.facebook.com/BharatPetroleumcorporation/
1738,CHINA JUSHI,3093000000,946000000,11511000000,,,China,,,
1739,ZHEJIANG SATELLITE PETROCHEMICAL,4482000000,943000000,11504000000,3271,,China,,,
1740,SK HOLDINGS,80027000000,1604000000,11486000000,4086,,South Korea,https://en.wikipedia.org/wiki/SK_Group,,
1741,PENTAIR,3764000000,553000000,11484000000,11250,,USA,https://en.wikipedia.org/wiki/Pentair,https://twitter.com/pentair,https://www.facebook.com/pentair/
1742,HAVELLS INDIA,1732000000,150000000,11475000000,5727,,India,https://en.wikipedia.org/wiki/Havells,https://twitter.com/havellsindia,https://www.facebook.com/Havells/
1743,YUNNAN BOTANEE BIO-TECHNOLOGY GROUP CO.LTD,631000000,135000000,11469000000,,,China,,,
1744,QIAGEN,2251000000,512000000,11462000000,5610,,Germany Netherlands,https://en.wikipedia.org/wiki/Qiagen,https://twitter.com/qiagen,
1745,NUBANK,1145000000,-164000000,,2000,,Brazil,https://en.wikipedia.org/wiki/Nubank,,
"1746,""COCA-COLA FEMSA, S.A.B. DE C.V."",9762000000,787000000,11456000000,82334,,Mexico,https://en.wikipedia.org/wiki/Coca-Cola_FEMSA,,"
1747,SAGE GROUP,2416000000,373000000,11445000000,11785,,UK,https://en.wikipedia.org/wiki/Sage_Group,https://twitter.com/sagegroupplc,https://www.facebook.com/Sage
1748,GLODON COMPANY,882000000,104000000,11454000000,,,China,,,
1749,PING AN HEALTHCARE TECHNOLOGY,1078000000,-226000000,,,,China,https://en.wikipedia.org/wiki/Ping_An_Good_Doctor,,
1750,REPLIGEN CORPORATION,670000000,128000000,11433000000,1852,,USA,,,
1751,TENCENT MUSIC ENTERTAINMENT GROUP,4904000000,475000000,11425000000,3610,,China,https://en.wikipedia.org/wiki/Tencent_Music,,
1752,GroupM,,,,,,USA,,,
1753,IMPALA PLATINUM HOLDINGS,7713000000,2799000000,11430000000,39375,,South Africa,,,
"1754,""ASANA, INC."",378000000,-288000000,11413000000,1080,,USA,https://en.wikipedia.org/wiki/Asana_(software),,"
1755,LIFE STORAGE,748000000,249000000,11410000000,2241,,USA,https://en.wikipedia.org/wiki/Life_Storage,,
1756,REXFORD INDUSTRIAL REALTY,452000000,128000000,11410000000,186,,USA,,,
1757,ALLFUNDS GROUP PLC,3142000000,126000000,11390000000,,,UK,,,
1758,SHEDE SPIRITS,780000000,195000000,11378000000,6630,,China,,,
1759,DAVITA,11618000000,978000000,11371000000,69000,,USA,https://en.wikipedia.org/wiki/DaVita_Medical_Group,https://twitter.com/DaVita,https://www.facebook.com/davitakidneycare
1760,CHINA NATIONAL CHEMICAL ENGINEERING CO. LTD,20070000000,674000000,11373000000,42681,,China,,,
1761,PAYLOCITY HOLDING CORPORATION,852000000,90000000,11357000000,4150,,USA,,,
1762,ALROSA,2988000000,819000000,11361000000,32475,,Russia,https://en.wikipedia.org/wiki/Alrosa,,
1763,ALLEGION,2867000000,483000000,11358000000,11000,,Ireland,https://en.wikipedia.org/wiki/Allegion,https://twitter.com/allegionplc,https://www.facebook.com/AllegionPlc/
1764,JAPAN EXCHANGE GROUP,990000000,365000000,11355000000,1208,,Japan,https://en.wikipedia.org/wiki/Japan_Exchange_Group,https://twitter.com/jpx_official,
1765,MAKITA CORPORATION,5394000000,473000000,11338000000,18624,,Japan,https://en.wikipedia.org/wiki/Makita,,
1766,IMCD,3785000000,228000000,11329000000,3049,,Netherlands,,,
1767,CIMB GROUP HOLDINGS BERHAD,4070000000,962000000,11320000000,34183,,Malaysia,https://en.wikipedia.org/wiki/CIMB,,
1768,INVESCO,6894000000,1629000000,11318000000,8513,,USA,https://en.wikipedia.org/wiki/Invesco,,
1769,EUROCOMMERCIAL PROPERTIES,237000000,104000000,11322000000,,,Netherlands,,,
1770,YUANTA FINANCIAL HOLDING CO. LTD,3964000000,1161000000,11314000000,14276,,Taiwan,,,
1771,CIENA CORPORATION,3620000000,500000000,11314000000,7241,,USA,https://en.wikipedia.org/wiki/Ciena,,
1772,CHINA ZHESHANG BANK CO. LTD,6153000000,1733000000,11292000000,16272,,China,https://en.wikipedia.org/wiki/China_Zheshang_Bank,,
1773,RENAULT SA,50927000000,979000000,11287000000,179565,,France,https://en.wikipedia.org/wiki/Renault,,
1774,PT UNILEVER INDONESIA TBK,2752000000,401000000,11270000000,5400,,Indonesia,,,
1775,TOURMALINE OIL,3399000000,1606000000,11269000000,225,,Canada,,https://twitter.com/tourmalineoil,
1776,HERTZ GLOBAL HOLDINGS,7336000000,-84000000,11259000000,23000,,USA,,,
1777,BRUKER CORPORATION,2417000000,277000000,11247000000,7765,,USA,https://en.wikipedia.org/wiki/Bruker,https://twitter.com/bruker,
1778,REMY COINTREAU SA,1312000000,212000000,11237000000,1832,,France,https://en.wikipedia.org/wiki/R%C3%A9my_Cointreau,,
1779,ICICI PRUDENTIAL LIFE INSURANCE COMPANY,7747000000,95000000,11233000000,14099,,India,https://en.wikipedia.org/wiki/ICICI_Prudential,,
1780,RAMSAY HEALTH CARE,9056000000,190000000,11214000000,77000,,Australia,https://en.wikipedia.org/wiki/Ramsay_Health_Care,,
1781,CHONGQING SOKON INDUSTRY GROUP STOCK,2433000000,-265000000,11201000000,,,China,,,
1782,CUBESMART,822000000,223000000,11203000000,2892,,USA,https://en.wikipedia.org/wiki/CubeSmart,,
"1783,""COACH, INC."",5844000000,848000000,11189000000,16400,,USA,,,"
1784,COMMERZBANK AG,0,474000000,11192000000,46724,,Germany,https://en.wikipedia.org/wiki/Commerzbank,,
1785,SEAZEN HOLDINGS CO. LTD,26406000000,1977000000,11173000000,30908,,China,,,
1786,NOVATEK MICROELECTRONICS,4642000000,1333000000,11168000000,2874,,Taiwan,,,
1787,LENNOX INTERNATIONAL,4194000000,464000000,11161000000,11000,,USA,https://en.wikipedia.org/wiki/Lennox_International,,https://www.facebook.com/Lennox/
1788,LEAR CORPORATION,19263000000,373000000,11160000000,160100,,USA,https://en.wikipedia.org/wiki/Lear_Corporation,https://twitter.com/learcorporation,
1789,SANGFOR TECHNOLOGIES,990000000,40000000,11152000000,,,China,,,https://www.facebook.com/Sangfor/
1790,HANGZHOU SILAN MICROELECTRONICS,1129000000,238000000,11153000000,5625,,China,,,
1791,AEGON,46124000000,1940000000,11152000000,22322,,Netherlands,https://en.wikipedia.org/wiki/Aegon_N.V.,https://twitter.com/aegon,https://www.facebook.com/AegonNederland/
1792,BANCO BTG PACTUAL,5506000000,1774000000,11136000000,,,Brazil,https://en.wikipedia.org/wiki/BTG_Pactual,,
1793,AMPLIFON SPA,2147000000,173000000,11131000000,11265,,Italy,https://en.wikipedia.org/wiki/Amplifon,,
1794,ARCA CONTINENTAL,9308000000,615000000,11134000000,62222,,Mexico,https://en.wikipedia.org/wiki/Arca_Continental,,
1795,JUNIPER NETWORKS,4735000000,252000000,11134000000,2004,,USA,https://en.wikipedia.org/wiki/Juniper_Networks,https://twitter.com/junipernetworks,https://www.facebook.com/JuniperNetworks/
1796,CATHAY BIOTECH INC.,320000000,88000000,11121000000,,,China,,,
1797,AVIS BUDGET GROUP,9313000000,1285000000,11124000000,21000,,USA,,,
1798,MEGACABLE HOLDINGS S. A. B. DE C. V,1234000000,215000000,11101000000,,,Mexico,,,
1799,INFORMA PLC,2354000000,101000000,11092000000,11000,,UK,https://en.wikipedia.org/wiki/Informa,,
1800,DRAFTKINGS INC.,1296000000,-1523000000,11074000000,3400,,USA,,,
1801,RATIONAL AG,779000000,123000000,11071000000,2216,,Germany,https://en.wikipedia.org/wiki/Rational_AG,,
1802,SHIMADZU CORPORATION,3124000000,345000000,11052000000,13308,,Japan,https://en.wikipedia.org/wiki/Shimadzu,,
1803,MINEBEAMITSUMI,8203000000,503000000,11044000000,87401,,Japan,https://en.wikipedia.org/wiki/MinebeaMitsumi,,
1804,DISCO CORPORATION,1852000000,483000000,11044000000,5586,,Japan,https://en.wikipedia.org/wiki/Disco_Corporation,,
1805,MOMO.COM,3031000000,112000000,11040000000,2394,,Taiwan,,,
1806,GRIFOLS,5436000000,201000000,11020000000,23668,,Spain,https://en.wikipedia.org/wiki/Grifols,,
1807,BRAMBLES,5558000000,593000000,11021000000,12000,,Australia,https://en.wikipedia.org/wiki/Brambles_Limited,https://twitter.com/brambleslimited,
1808,AISIN SEIKI,28586000000,1036000000,11018000000,118359,,Japan,https://en.wikipedia.org/wiki/Aisin_Seiki,,
"1809,WILLIAMS-SONOMA,8245000000,1126000000,11006000000,21000,,USA,""https://en.wikipedia.org/wiki/Williams-Sonoma,_Inc."",,"
